id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,vol,"('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","Bond_('Al', 'O')_mean","Bond_('Al', 'O')_std","Bond_('Ga', 'O')_mean","Bond_('Ga', 'O')_std","Bond_('In', 'O')_mean","Bond_('In', 'O')_std",IonChar_mean,IonChar_std,val_mean,val_std,grp_mean,grp_std,period_mean,period_std,p_mean,p_std,Norm0,Norm2,Norm3,Norm5,Norm7,Norm10,"N('Al', 'Ga', 0)","N('Al', 'Ga', 1)","N('Al', 'Ga', 2)","N('Al', 'Ga', 3)","N('In', 'O', 0)","N('In', 'O', 1)","N('In', 'O', 2)","N('In', 'O', 3)","N('Al', 'In', 0)","N('Al', 'In', 1)","N('Al', 'In', 2)","N('Al', 'In', 3)","N('Al', 'Al', 0)","N('Al', 'Al', 1)","N('Al', 'Al', 2)","N('Al', 'Al', 3)","N('Ga', 'Ga', 0)","N('Ga', 'Ga', 1)","N('Ga', 'Ga', 2)","N('Ga', 'Ga', 3)","N('Al', 'O', 0)","N('Al', 'O', 1)","N('Al', 'O', 2)","N('Al', 'O', 3)","N('Al', 'O', 4)","N('In', 'Ga', 0)","N('In', 'Ga', 1)","N('In', 'Ga', 2)","N('In', 'Ga', 3)","N('O', 'O', 0)","N('O', 'O', 1)","N('O', 'O', 2)","N('In', 'In', 0)","N('In', 'In', 1)","N('In', 'In', 2)","N('In', 'In', 3)","N('In', 'In', 4)","N('Ga', 'O', 0)","N('Ga', 'O', 1)","N('Ga', 'O', 2)","N('Ga', 'O', 3)","N('Ga', 'O', 4)",predict1,predict2,z1,z2
338,194,80.0,0.375,0.2188,0.4062,6.5624,6.562,24.339,90.0137,90.0066,119.993,0.2949,1.0686,907.742956964,16.0,6.0,7.0,7.0,44.0,12.0,48.0,83.0,29.0,0.0,8.0,24.0,20.0,0.0,8.0,10.0,10.0,0.0,2.0,4.0,42.0,9.0,52.0,45.0,41.0,11.0,0.0,4.0,7.0,280.0,198.0,264.0,12.0,32.0,0.0,10.0,14.0,22.0,7.0,24.0,30.0,22.0,2.05013590528,0.110367082064,2.05697101992,0.113516108524,2.03238773703,0.116733744734,0.522185185185,0.0360694156244,0.0,2.44948974278,4.8,1.46969384567,1.8125,1.14120276463,2.8,1.46969384567,4.0,0.645416532171,0.607621245142,0.600299663826,0.600014512302,0.600000184882,0.0176261351049,0.00660980066435,0.00771143410841,0.00771143410841,0.0484718715385,0.0132196013287,0.0528784053148,0.0914355758568,0.0319473698777,0.0,0.00881306755246,0.0264392026574,0.0220326688812,0.0,0.00881306755246,0.0110163344406,0.0110163344406,0.0,0.00220326688812,0.00440653377623,0.0462686046504,0.00991470099652,0.057284939091,0.0495735049826,0.0451669712064,0.0121179678846,0.0,0.00440653377623,0.00771143410841,0.308457364336,0.218123421923,0.290831229231,0.0132196013287,0.0352522702099,0.0,0.0110163344406,0.0154228682168,0.0242359357693,0.00771143410841,0.0264392026574,0.0330490033217,0.0242359357693,0.330356898605,1.27740589146,0.278029976169,0.818675932879
339,194,80.0,0.4375,0.25,0.3125,6.4734,6.4731,24.1714,90.014,90.0071,119.9949,0.2449,1.8368,877.20173671,24.0,7.0,8.0,11.0,31.0,12.0,29.0,74.0,26.0,0.0,4.0,21.0,24.0,0.0,14.0,16.0,10.0,0.0,0.0,6.0,47.0,9.0,62.0,61.0,45.0,15.0,0.0,7.0,2.0,280.0,198.0,264.0,4.0,14.0,0.0,6.0,12.0,30.0,7.0,33.0,37.0,20.0,1.99788498733,0.10692327355,2.02470692342,0.114381140454,2.05597932871,0.109951728677,0.524416666667,0.0376964299813,0.0,2.44948974278,4.8,1.46969384567,1.75,1.06653645039,2.8,1.46969384567,4.0,0.645174395028,0.607600083992,0.600315483549,0.600017155546,0.600000277546,0.027359726954,0.00797992036159,0.00911990898468,0.0125398748539,0.0353396473156,0.013679863477,0.0330596700695,0.0843591581083,0.0296397042002,0.0,0.00455995449234,0.0239397610848,0.027359726954,0.0,0.0159598407232,0.0182398179694,0.0113998862308,0.0,0.0,0.00683993173851,0.053579465285,0.0102598976078,0.0706792946313,0.0695393060082,0.0512994880388,0.0170998293463,0.0,0.00797992036159,0.00227997724617,0.319196814464,0.225717747371,0.300956996494,0.00455995449234,0.0159598407232,0.0,0.00683993173851,0.013679863477,0.0341996586925,0.00797992036159,0.0376196245618,0.0421795790541,0.0227997724617,0.291857850177,1.69123525996,0.248089656843,0.96980724459
340,227,40.0,0.8125,0.0,0.1875,5.8564,5.8561,14.0558,90.0056,89.9943,119.9996,0.3573,1.5972,417.471819271,0.0,0.0,0.0,0.0,7.0,0.0,14.0,21.0,12.0,0.0,3.0,12.0,52.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,47.0,0.0,41.0,63.0,11.0,0.0,0.0,0.0,0.0,132.0,36.0,142.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99185520319,0.059154252729,0.0,0.0,1.94504167605,0.0833822445419,0.558055555556,0.0231767896881,0.0,2.44948974278,4.8,1.46969384567,1.55,0.835164654425,2.8,1.46969384567,3.0,0.686476510887,0.63058985656,0.605497529398,0.601165898084,0.600130331078,0.0,0.0,0.0,0.0,0.0167675988579,0.0,0.0335351977158,0.0503027965736,0.0287444551849,0.0,0.00718611379623,0.0287444551849,0.124559305801,0.0,0.052698167839,0.0335351977158,0.0,0.0,0.0,0.0,0.112582449474,0.0,0.0982102218818,0.150908389721,0.0263490839195,0.0,0.0,0.0,0.0,0.316189007034,0.0862333655548,0.340142719688,0.00479074253082,0.00479074253082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371634567747,1.6475027533,0.296747761915,0.985360929295
341,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1317,1.2352,954.779290957,0.0,0.0,0.0,0.0,59.0,0.0,95.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,14.0,40.0,336.0,222.0,540.0,18.0,34.0,0.0,16.0,48.0,79.0,0.0,93.0,82.0,58.0,0.0,0.0,2.11720770895,0.0311468697194,2.14223370231,0.0395144665242,0.490557971014,0.00643137476676,0.0,2.44948974278,4.8,1.46969384567,2.0,1.26491106407,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218,0.0,0.0,0.0,0.0,0.0617943859474,0.0,0.0994994350001,0.123588771895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460839488421,0.0,0.0293261492632,0.0356103241053,0.0,0.0,0.0,0.0,0.0,0.0586522985264,0.0,0.0146630746316,0.0418944989474,0.351913791158,0.232514469158,0.56557573579,0.0188525245263,0.0356103241053,0.0,0.016757799579,0.0502733987369,0.0827416354211,0.0,0.0974047100527,0.0858837228422,0.0607470234737,0.131424886425,1.25462120333,0.138918287437,0.797143199559
342,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.061,3.5058,285.457576339,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,16.0,0.0,0.0,6.0,17.0,0.0,17.0,12.0,14.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,13.0,22.0,1.99722993251,0.0578110715362,1.99960475982,0.0573704372655,0.0,0.0,0.51985,0.0405361258632,0.0,2.44948974278,4.8,1.46969384567,1.63333333333,0.835995746932,2.8,1.46969384567,3.0,0.664997911442,0.615638250149,0.601260505751,0.600126159039,0.600004910788,0.0595535078033,0.0,0.0245220326249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350314751784,0.0,0.0,0.00700629503568,0.0560503602855,0.0,0.0,0.021018885107,0.0595535078033,0.0,0.0595535078033,0.0420377702141,0.0490440652498,0.0,0.0,0.0,0.0,0.266239211356,0.126113310642,0.224201441142,0.0,0.0,0.0,0.0,0.0,0.0805723929103,0.0,0.0805723929103,0.0455409177319,0.0770692453925,0.066502645901,3.51218098082,0.0570359540393,1.52620532356
343,12,20.0,0.75,0.25,0.0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,0.0229,3.5488,199.696380265,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13.0,12.0,7.0,0.0,0.0,0.0,0.0,38.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,2.0,1.93401329491,0.0779948703804,1.8211433331,0.0161591774213,0.0,0.0,0.552090909091,0.0316269578494,0.0,2.44948974278,4.8,1.46969384567,1.5,0.67082039325,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008,0.0300456122041,0.0,0.015022806102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701064284762,0.0,0.0200304081361,0.0,0.0,0.0,0.0,0.0,0.0901368366123,0.0,0.0650988264422,0.0600912244082,0.0350532142381,0.0,0.0,0.0,0.0,0.190288877293,0.130197652884,0.0801216325442,0.0,0.0,0.0,0.0,0.0,0.0200304081361,0.0,0.0350532142381,0.015022806102,0.010015204068,0.0283604362166,3.53516867982,0.0127037936588,1.52153714975
344,206,80.0,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1985,1.1836,977.097106228,0.0,0.0,0.0,0.0,99.0,0.0,134.0,154.0,39.0,0.0,17.0,50.0,22.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,44.0,59.0,0.0,0.0,0.0,0.0,336.0,222.0,540.0,60.0,64.0,0.0,32.0,96.0,0.0,0.0,0.0,0.0,0.0,2.14250951367,0.0386141204095,0.0,0.0,2.14508426677,0.0368624622987,0.5175,0.0310684727658,0.0,2.44948974278,4.8,1.46969384567,1.975,1.32263940664,2.8,1.46969384567,3.0,0.674768478813,0.622469770525,0.603028283667,0.600496581563,0.600038276226,0.0,0.0,0.0,0.0,0.101320533414,0.0,0.137140924015,0.157609718644,0.0399141495266,0.0,0.0173984754347,0.0511719865726,0.0225156740919,0.0,0.00614063838871,0.0102343973145,0.0,0.0,0.0,0.0,0.0399141495266,0.0,0.0399141495266,0.0450313481839,0.0603829441557,0.0,0.0,0.0,0.0,0.343875749768,0.227203620382,0.552657454984,0.0614063838871,0.0655001428129,0.0,0.0327500714065,0.0982502142194,0.0,0.0,0.0,0.0,0.0,0.191949970962,1.27996063343,0.168949973537,0.823040962522
345,33,80.0,0.5,0.2188,0.2812,10.3226,8.8371,9.4638,90.0025,90.0011,90.0008,0.2313,2.223,863.305328391,24.0,15.0,14.0,9.0,27.0,1.0,45.0,80.0,29.0,7.0,10.0,24.0,46.0,2.0,30.0,24.0,6.0,0.0,6.0,2.0,71.0,2.0,88.0,124.0,50.0,8.0,1.0,5.0,7.0,340.0,134.0,608.0,8.0,14.0,2.0,8.0,24.0,24.0,0.0,36.0,53.0,29.0,2.04838119732,0.164718838851,2.00244749315,0.110516060496,1.96270447402,0.0871179148145,0.535598360656,0.0372874654446,0.0,2.44948974278,4.8,1.46969384567,1.7125,1.02705586508,2.8,1.46969384567,4.0,0.648315123994,0.609204148903,0.600528619283,0.600040003202,0.600001019581,0.0278001295842,0.0173750809901,0.0162167422575,0.0104250485941,0.0312751457822,0.00115833873268,0.0521252429704,0.092667098614,0.0335918232476,0.00810837112873,0.0115833873268,0.0278001295842,0.0532835817031,0.00231667746535,0.0347501619803,0.0278001295842,0.00695003239605,0.0,0.00695003239605,0.00231667746535,0.08224205002,0.00231667746535,0.101933808475,0.143634002852,0.0579169366338,0.0092667098614,0.00115833873268,0.00579169366338,0.00810837112873,0.39383516911,0.155217390179,0.704269949467,0.0092667098614,0.0162167422575,0.00231667746535,0.0092667098614,0.0278001295842,0.0278001295842,0.0,0.0417001943763,0.0613919528318,0.0335918232476,0.209719573362,2.20374915679,0.202308389737,1.18242724449
346,12,80.0,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,0.1464,2.0916,879.818955782,29.0,11.0,9.0,18.0,27.0,0.0,33.0,47.0,18.0,0.0,6.0,23.0,24.0,0.0,6.0,14.0,28.0,0.0,6.0,6.0,44.0,0.0,57.0,72.0,43.0,16.0,0.0,4.0,5.0,284.0,112.0,364.0,6.0,2.0,2.0,2.0,4.0,45.0,0.0,55.0,65.0,44.0,1.96672905817,0.0914797527375,1.96821219683,0.0948237639238,2.000061706,0.0876957445108,0.519129310345,0.0377492932504,0.0,2.44948974278,4.8,1.46969384567,1.725,1.012114124,2.8,1.46969384567,4.0,0.645416532171,0.607621245142,0.600299663826,0.600014512302,0.600000184882,0.0329613266564,0.01250257218,0.0102293772382,0.0204587544764,0.0306881317146,0.0,0.03750771654,0.0534200811327,0.0204587544764,0.0,0.00681958482546,0.0261417418309,0.0272783393018,0.0,0.00681958482546,0.0159123645927,0.0318247291855,0.0,0.00681958482546,0.00681958482546,0.05001028872,0.0,0.0647860558418,0.0818350179055,0.0488736912491,0.0181855595346,0.0,0.00454638988364,0.00568298735455,0.322793681738,0.127298916742,0.413721479411,0.00681958482546,0.00227319494182,0.00227319494182,0.00227319494182,0.00454638988364,0.0511468861909,0.0,0.0625128609,0.0738788356091,0.05001028872,0.134388904049,2.15594996332,0.133492073478,1.12178247523
347,12,80.0,0.375,0.3125,0.3125,24.4494,6.2373,6.1206,89.9998,104.6574,90.0001,0.195,1.507,903.004947425,19.0,6.0,9.0,17.0,40.0,0.0,45.0,69.0,22.0,0.0,7.0,21.0,28.0,0.0,8.0,6.0,16.0,0.0,4.0,4.0,40.0,0.0,58.0,63.0,33.0,20.0,0.0,7.0,11.0,284.0,112.0,364.0,14.0,8.0,4.0,0.0,14.0,36.0,0.0,39.0,58.0,23.0,1.9644382811,0.0959968811891,1.99893541686,0.0971159968881,2.01234577132,0.0950468762779,0.51775862069,0.0361077460143,0.0,2.44948974278,4.8,1.46969384567,1.775,1.08368584008,2.8,1.46969384567,4.0,0.643234016513,0.606667530423,0.600211228778,0.600008151331,0.600000075703,0.0210408592491,0.00664448186814,0.0099667228022,0.0188260319597,0.0442965457876,0.0,0.049833614011,0.0764115414836,0.0243631001832,0.0,0.00775189551283,0.0232556865385,0.0310075820513,0.0,0.00885930915752,0.00664448186814,0.017718618315,0.0,0.00442965457876,0.00442965457876,0.0442965457876,0.0,0.064229991392,0.0697670596154,0.0365446502748,0.0221482728938,0.0,0.00775189551283,0.0121815500916,0.314505475092,0.124030328205,0.403098566667,0.0155037910257,0.00885930915752,0.00442965457876,0.0,0.0155037910257,0.0398668912088,0.0,0.0431891321429,0.064229991392,0.0254705138279,0.178751034329,1.80053217058,0.162382017203,1.03915604203
348,12,80.0,0.3125,0.5,0.1875,24.5473,6.1851,6.0052,89.9998,104.2998,90.0001,0.1845,1.8698,883.505273116,33.0,14.0,12.0,20.0,17.0,0.0,32.0,37.0,11.0,0.0,2.0,14.0,18.0,0.0,2.0,8.0,42.0,0.0,10.0,22.0,39.0,0.0,48.0,60.0,20.0,17.0,0.0,5.0,6.0,284.0,112.0,364.0,2.0,2.0,0.0,2.0,4.0,60.0,0.0,69.0,93.0,33.0,1.98807226987,0.0912933280181,1.98522574604,0.0893628660826,1.93027836386,0.0862853294981,0.514474137931,0.0376390436517,0.0,2.44948974278,4.8,1.46969384567,1.75,1.01857743937,2.8,1.46969384567,4.0,0.649037749287,0.609456651342,0.600543598408,0.600040685265,0.600001025395,0.0373512201955,0.0158459722041,0.0135822618893,0.0226371031488,0.0192415376764,0.0,0.036219365038,0.0418786408252,0.0124504067318,0.0,0.00226371031488,0.0158459722041,0.0203733928339,0.0,0.00226371031488,0.0090548412595,0.0475379166124,0.0,0.0113185515744,0.0249008134636,0.0441423511401,0.0,0.054329047557,0.0679113094463,0.0226371031488,0.0192415376764,0.0,0.00565927578719,0.00679113094463,0.321446864712,0.126767777633,0.411995277307,0.00226371031488,0.00226371031488,0.0,0.00226371031488,0.00452742062975,0.0679113094463,0.0,0.0780980058632,0.105262529642,0.0373512201955,0.142819887285,2.04145184365,0.142076691843,1.07186150258
349,206,80.0,0.3438,0.0625,0.5938,9.7861,9.7858,9.7861,90.0011,90.0016,89.9989,0.2201,1.5309,937.164078652,3.0,1.0,2.0,2.0,85.0,0.0,112.0,134.0,48.0,0.0,16.0,49.0,16.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,68.0,67.0,7.0,0.0,5.0,4.0,336.0,222.0,540.0,40.0,42.0,0.0,22.0,94.0,6.0,0.0,11.0,10.0,7.0,2.11822917763,0.0381289595794,2.11702842581,0.043698477843,2.11264046906,0.0354477259748,0.520934782609,0.0332090887074,0.0,2.44948974278,4.8,1.46969384567,1.9,1.25099960032,2.8,1.46969384567,4.0,0.660255632312,0.614473710857,0.601236871573,0.600133265179,0.600005689705,0.00320114702253,0.00106704900751,0.00213409801502,0.00213409801502,0.0906991656384,0.0,0.119509488841,0.142984567006,0.0512183523605,0.0,0.0170727841202,0.052285401368,0.0170727841202,0.0,0.00640229404507,0.0277432741953,0.0,0.0,0.0,0.0,0.050151303353,0.0,0.050151303353,0.0725593325107,0.0714922835032,0.00746934305258,0.0,0.00533524503755,0.00426819603004,0.358528466524,0.236884879667,0.576206464056,0.0426819603004,0.0448160583155,0.0,0.0234750781652,0.100302606706,0.00640229404507,0.0,0.0117375390826,0.0106704900751,0.00746934305258,0.221743960786,1.47040935575,0.186723752573,0.935999806087
350,12,80.0,0.25,0.3438,0.4062,24.5546,6.3253,6.2424,90.0,104.8579,90.0001,0.1676,1.5656,937.122879308,22.0,5.0,3.0,10.0,48.0,0.0,52.0,87.0,17.0,0.0,7.0,24.0,10.0,0.0,2.0,4.0,16.0,0.0,8.0,8.0,29.0,0.0,40.0,43.0,20.0,26.0,0.0,7.0,13.0,284.0,112.0,364.0,20.0,16.0,4.0,10.0,24.0,39.0,0.0,50.0,59.0,27.0,1.99695689102,0.104959176804,2.01521535984,0.10430093564,2.0282136635,0.102688773593,0.510879310345,0.0328814891779,0.0,2.44948974278,4.8,1.46969384567,1.8625,1.16986911661,2.8,1.46969384567,4.0,0.644447437733,0.607218930985,0.600265903867,0.600012312168,0.600000152363,0.0234761102154,0.00533547959441,0.00320128775664,0.0106709591888,0.0512206041063,0.0,0.0554889877818,0.0928373449427,0.018140630621,0.0,0.00746967143217,0.0256103020532,0.0106709591888,0.0,0.00213419183776,0.00426838367553,0.0170735347021,0.0,0.00853676735105,0.00853676735105,0.0309457816476,0.0,0.0426838367553,0.0458851245119,0.0213419183776,0.0277444938909,0.0,0.00746967143217,0.0138722469455,0.303055240962,0.119514742915,0.388422914473,0.0213419183776,0.0170735347021,0.00426838367553,0.0106709591888,0.0256103020532,0.0416167408364,0.0,0.0533547959441,0.062958659214,0.0288115898098,0.190991083767,1.47438714296,0.166856683656,0.898604268892
351,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1072,3.2643,780.466784875,51.0,19.0,52.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,28.0,36.0,42.0,0.0,18.0,52.0,69.0,0.0,102.0,115.0,77.0,0.0,0.0,0.0,0.0,360.0,198.0,648.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,112.0,79.0,82.0,1.9918177004,0.0360327871269,1.98740691464,0.0331398860591,0.0,0.0,0.526,0.041,0.0,2.44948974278,4.8,1.46969384567,1.6125,0.813845040533,2.8,1.46969384567,3.0,0.663560471999,0.614628854875,0.60102281679,0.600084821218,0.600002395929,0.0653455098774,0.0243444056406,0.0666267943848,0.0153754140888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615016563552,0.0,0.0358759662072,0.0461262422664,0.0538139493108,0.0,0.0230631211332,0.0666267943848,0.0884086310105,0.0,0.130691019755,0.147347718351,0.0986589070697,0.0,0.0,0.0,0.0,0.461262422664,0.253694332465,0.830272360795,0.0,0.0,0.0,0.0,0.0,0.0884086310105,0.0,0.143503864829,0.101221476085,0.105065329607,0.106665736953,3.30785871806,0.0992341291511,1.45342704158
352,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1805,1.1882,964.645038698,5.0,3.0,1.0,1.0,90.0,0.0,130.0,150.0,35.0,0.0,15.0,39.0,8.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,37.0,0.0,37.0,29.0,49.0,9.0,0.0,4.0,8.0,336.0,222.0,540.0,50.0,62.0,0.0,28.0,92.0,11.0,0.0,12.0,13.0,8.0,2.1316943258,0.0344106786799,2.12767036688,0.0331050346462,2.13757338429,0.0385526651357,0.515463768116,0.0313845155719,0.0,2.44948974278,4.8,1.46969384567,1.9625,1.29849672699,2.8,1.46969384567,4.0,0.663560471999,0.617223646604,0.601926543361,0.600262926614,0.600015413795,0.00518325373523,0.00310995224114,0.00103665074705,0.00103665074705,0.0932985672341,0.0,0.134764597116,0.155497612057,0.0362827761466,0.0,0.0155497612057,0.0404293791348,0.00829320597636,0.0,0.0,0.0103665074705,0.00207330149409,0.0,0.0,0.0,0.0383560776407,0.0,0.0383560776407,0.0300628716643,0.0507958866052,0.00932985672341,0.0,0.00414660298818,0.00829320597636,0.348314651007,0.230136465844,0.559791403405,0.0518325373523,0.0642723463168,0.0,0.0290262209173,0.0953718687282,0.0114031582175,0.0,0.0124398089645,0.0134764597116,0.00829320597636,0.185441665599,1.34060009438,0.163515914388,0.85054210092
353,12,80.0,0.625,0.0,0.375,24.1731,6.2012,6.134,89.9995,104.9066,90.0002,0.3264,1.4741,888.555819732,0.0,0.0,0.0,0.0,33.0,0.0,59.0,91.0,49.0,0.0,17.0,29.0,70.0,0.0,34.0,30.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,125.0,42.0,0.0,0.0,0.0,0.0,284.0,112.0,364.0,8.0,18.0,2.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,2.00803141592,0.097053682529,0.0,0.0,1.91111094313,0.0774504714902,0.547370689655,0.0311305732228,0.0,2.44948974278,4.8,1.46969384567,1.7,1.05356537529,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758,0.0,0.0,0.0,0.0,0.0371389160559,0.0,0.0663998802211,0.102413374578,0.0551456632345,0.0,0.0191321688773,0.0326372292612,0.0787795189064,0.0,0.0382643377546,0.0337626509599,0.0,0.0,0.0,0.0,0.0934100009891,0.0,0.0934100009891,0.140677712333,0.0472677113439,0.0,0.0,0.0,0.0,0.31961976242,0.12604723025,0.409653498313,0.00900337358931,0.0202575905759,0.00225084339733,0.0112542169866,0.0360134943572,0.0,0.0,0.0,0.0,0.0,0.268126489809,1.94728474927,0.266638238805,1.02084409885
354,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1093,3.3219,777.140107448,54.0,16.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,34.0,34.0,46.0,0.0,22.0,50.0,67.0,0.0,95.0,111.0,89.0,0.0,0.0,0.0,0.0,360.0,198.0,648.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,121.0,81.0,94.0,1.99050259872,0.035418859883,1.98326970935,0.0335065343659,0.0,0.0,0.524811594203,0.0409827731085,0.0,2.44948974278,4.8,1.46969384567,1.6,0.8,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218,0.0694855399721,0.0205883081399,0.0669120014546,0.0180147696224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488972318322,0.0,0.0437501547973,0.0437501547973,0.0591913859022,0.0,0.0283089236924,0.0643384629372,0.0862135403358,0.0,0.122243079581,0.14283138772,0.114522464028,0.0,0.0,0.0,0.0,0.463236933148,0.254780313231,0.833826479666,0.0,0.0,0.0,0.0,0.0,0.0913606173708,0.0,0.155699080308,0.104228309958,0.120956310322,0.103877542236,3.33760731419,0.100064623717,1.46514419675
355,167,30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3507,2.1794,314.694225506,0.0,0.0,0.0,0.0,14.0,0.0,13.0,12.0,7.0,2.0,0.0,7.0,26.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0,18.0,27.0,0.0,0.0,0.0,0.0,76.0,36.0,62.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07679644737,0.0667879205039,0.0,0.0,2.05516967366,0.0702194472499,0.54285,0.0329109024489,0.0,2.44948974278,4.8,1.46969384567,1.73333333333,1.09341463112,2.8,1.46969384567,3.0,0.664997911442,0.615638250149,0.601260505751,0.600126159039,0.600004910788,0.0,0.0,0.0,0.0,0.0444876291501,0.0,0.0413099413537,0.0381322535572,0.0222438145751,0.00635537559287,0.0,0.0222438145751,0.0826198827073,0.0127107511857,0.0,0.0254215023715,0.0,0.0,0.0,0.0,0.0826198827073,0.0,0.0603760681323,0.0571983803359,0.0857975705038,0.0,0.0,0.0,0.0,0.241504272529,0.114396760672,0.197016643379,0.0190661267786,0.0317768779644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293520170983,2.3500281329,0.268724506456,1.20765445639
