id,formation_energy_ev_natom,bandgap_energy_ev,predict1
260,0.0413,2.6021,25.9523835182
261,0.0826,2.0494,19.2545002699
262,0.2119,1.4733,17.1973109841
263,0.1016,2.9164,27.4156757593
264,0.2641,2.2569,21.1140835285
265,0.1147,3.4166,30.1596323252
266,0.3349,2.0738,22.2801198959
267,0.2039,1.6095,19.7502300739
268,0.1086,3.3472,28.7780088186
269,0.1783,2.044,22.5632203817
270,0.0402,2.9343,27.7744648457
271,0.0107,1.8683,20.9572254419
272,0.2316,1.882,21.6318377256
273,0.1483,1.861,20.0243983865
274,0.3874,1.9715,22.1682783365
275,0.2254,1.4426,18.1125789285
276,0.202,1.1492,15.2839665413
277,0.0215,2.1204,22.5044270754
278,0.2115,1.0487,14.9911856055
279,0.2041,3.0532,27.7190710306
280,0.2113,2.2756,19.0731191039
281,0.2506,3.0935,28.469872117
282,0.0713,3.3074,29.3110368252
283,0.2248,2.3551,25.0686128139
284,0.0622,3.5551,29.5549008846
285,0.2293,1.5436,19.6446400285
286,0.36,0.5288,11.5264984369
287,0.1935,2.559,26.0920234919
288,0.3777,1.4436,14.4085149169
289,0.1594,1.319,17.7771319151
290,0.2186,2.9631,26.2262704372
291,0.3288,0.8297,14.2948338985
292,0.1277,1.278,16.7849087715
293,0.3746,0.7126,13.5080010891
294,0.0443,4.6795,34.5000158548
295,0.1973,2.426,24.7722812891
296,0.2932,0.0001,8.04237151146
297,0.1349,1.3917,17.8874799609
298,0.3269,1.3776,16.5645670295
299,0.289,1.4616,19.3766817451
300,0.0398,0.9203,12.9148979187
301,0.3942,1.7944,22.2835434675
302,0.1003,3.4323,28.9828275442
303,0.021,1.4941,17.5319449902
304,0.2783,0.6045,10.0156458318
305,0.072,3.2455,26.5949501991
306,0.1115,1.0036,14.5227742791
307,0.316,0.6817,12.5461162925
308,0.5069,1.9411,30.7059754133
309,0.2042,1.3375,18.0852991343
310,0.2006,2.5656,25.6261757612
311,0.0426,0.8872,13.1723801494
312,0.0549,1.6532,18.2817725539
313,0.2264,2.711,26.6644926071
314,0.1045,3.4993,30.0365283489
315,0.1279,2.2913,22.564694643
316,0.3291,1.56,12.4819154739
317,0.0486,3.2901,28.7316163778
318,0.071,0.9724,13.1862493753
319,0.1373,1.3418,17.3249256015
320,0.2506,1.1888,14.9058228731
321,0.2395,1.8922,22.3657619953
322,0.1596,2.3399,25.0977232456
323,0.1448,3.0674,27.7325499058
324,0.0868,3.0468,27.8932820559
325,0.1337,2.2578,22.7001314163
326,0.1078,3.7828,32.2321771383
327,0.0883,2.594,18.9504707456
328,0.1214,1.714,20.2280307412
329,0.2021,1.8546,20.2019912004
330,0.1505,1.5436,19.3232466578
331,0.0602,2.5705,25.4979752302
332,0.1129,1.1655,15.8646499515
333,0.2406,1.378,22.5194395781
334,0.2408,0.8991,13.6808355451
335,0.1952,0.6863,12.6187178493
336,0.2026,2.6535,24.795994401
337,0.4023,1.2391,18.5622443557
338,0.2949,1.0686,17.4239379764
339,0.2449,1.8368,20.6246839762
340,0.3573,1.5972,20.4083297849
341,0.1317,1.2352,17.0466758013
342,0.061,3.5058,30.1678702831
343,0.0229,3.5488,29.9937876463
344,0.1985,1.1836,16.8939294219
345,0.2313,2.223,23.8209894896
346,0.1464,2.0916,22.3439713717
347,0.195,1.507,20.6649467945
348,0.1845,1.8698,20.9247176647
349,0.2201,1.5309,18.117957294
350,0.1676,1.5656,18.3281840086
351,0.1072,3.2643,29.7341144085
352,0.1805,1.1882,15.7240533829
353,0.3264,1.4741,22.1277006865
354,0.1093,3.3219,29.8883577585
355,0.3507,2.1794,23.8501619101
356,0.0471,1.3925,15.6685110331
357,0.1946,3.0669,28.8395820856
358,0.4021,1.2398,17.4556330442
359,0.1066,3.4511,30.165625453
360,0.2698,0.8871,12.5163018107
361,0.1727,0.8714,14.3821803927
362,0.3697,1.1659,12.2267541289
363,0.127,2.7888,25.3536229134
364,0.0509,2.4474,24.4978153706
365,0.1457,0.8837,10.9312037826
366,0.1778,2.808,26.5503664017
367,0.1828,1.4292,18.2135342956
368,0.1115,1.4034,16.2301584482
369,0.3236,0.9869,13.8999643922
370,0.0714,3.3925,30.0768148899
371,0.2289,2.2311,22.077682972
372,0.1954,1.1412,15.3242511749
373,0.051,2.0815,21.931511879
374,0.0468,2.5749,25.1377398968
375,0.1919,2.6605,26.2112686634
376,0.2323,1.7832,20.6238496304
377,0.1094,3.104,28.6058318615
378,0.3624,1.9685,25.9430817366
379,0.0734,1.4469,16.3312305212
380,0.0895,4.3583,33.10277915
381,0.0393,2.8477,26.8382203579
382,0.2733,1.7267,22.2016369104
383,0.2286,3.768,29.8221069574
384,0.2187,1.8251,19.1718220711
385,0.1404,1.1931,16.9647656083
386,0.1203,1.2087,14.7230823636
387,0.2266,1.3208,17.4079333544
388,0.1139,3.1183,29.1527070999
389,0.144,2.8336,26.5615613461
390,0.4314,1.1355,18.6448312402
391,0.0459,4.3868,33.9926184416
392,0.3264,0.7284,13.6352308393
393,0.0467,4.4229,33.3109824657
394,0.234,2.1107,21.3844151497
395,0.2804,0.9055,13.5510851741
396,0.3564,1.2875,21.29649055
397,0.1985,2.4751,25.2076437473
398,0.2453,2.7447,25.3128292561
399,0.4294,0.8564,14.7586348653
400,0.3493,2.4419,24.0627069473
401,0.186,1.3205,16.9769562483
402,0.0871,4.5287,33.8141740561
403,0.0936,3.4215,29.5707147121
404,0.3503,2.7602,24.3473627567
405,0.2741,1.9105,23.2408652306
406,0.2403,1.1624,16.2662110925
407,0.0319,4.5533,34.1363300085
408,0.1797,2.9739,26.7475305796
409,0.1837,1.254,17.6825650334
410,0.2602,1.3279,15.8188679814
411,0.2482,1.3189,18.2732569575
412,0.0323,2.2885,22.4409440756
413,0.2534,1.5821,18.1668767333
414,0.275,1.6731,19.8878840804
415,0.1422,2.4021,23.0627725124
416,0.2475,1.4369,17.0165886283
417,0.0825,2.1433,20.6953331232
418,0.091,1.8706,19.5415666103
419,0.2199,0.8826,10.7073367238
420,0.1936,1.0907,16.4675933123
421,0.2026,1.6601,19.8897245526
422,0.2511,3.3218,27.8236227036
423,0.118,2.2205,20.5299656391
424,0.5239,0.5201,13.3695185781
425,0.1662,1.9916,21.2782293558
426,0.1287,1.3821,16.4908459783
427,0.3569,0.6581,12.0999857187
428,0.1912,1.4875,17.7946944833
429,0.0617,0.9567,13.1702408195
430,0.0607,3.713,31.1927915812
431,0.0693,4.2315,32.8744699955
432,0.1835,2.5807,26.8015531301
433,0.3884,1.5225,14.2662312388
434,0.104,1.1345,14.7036425471
435,0.2166,1.6363,15.8073174357
436,0.3234,1.3118,18.0569491386
437,0.2229,0.7954,12.9091212153
438,0.1042,3.0429,27.94767344
439,0.2213,1.8225,20.4460039139
440,0.2994,1.0288,17.2218357921
441,0.2086,2.8409,26.7599378824
442,0.1134,1.3039,16.4546484947
443,0.1347,1.1451,15.6724181175
444,0.1396,2.74,27.1264438629
445,0.0991,3.5939,30.7823210955
446,0.2471,2.0071,21.933611393
447,0.0789,1.4898,16.1308891177
448,0.2026,2.3173,24.2823064327
449,0.2212,3.8912,31.2770277262
450,0.1495,1.6717,19.4948413372
451,0.1922,2.0765,20.7503185272
452,0.307,1.7724,16.8963424563
453,0.1833,1.1948,15.8302395344
454,0.2225,2.9763,26.5595422983
455,0.1078,3.7819,32.5487334728
456,0.2785,1.2874,19.9884557724
457,0.2,2.8023,28.1632127762
458,0.0647,3.2712,28.4353775978
459,0.4102,0.2269,14.8642799258
460,0.274,1.0992,14.4847788215
461,0.1073,2.3744,24.2162714005
462,0.1542,1.4101,17.0832145214
463,0.1379,2.2921,22.8658589125
464,0.2698,1.6084,20.0055099726
465,0.3165,0.0057,5.12259161472
466,0.2738,1.542,13.5503982902
467,0.0114,0.9326,12.2687311172
468,0.1684,0.7642,9.47339710593
469,0.3525,0.8236,14.7959179878
470,0.1058,3.0975,28.2111654282
471,0.0936,1.3454,16.8421679139
472,0.2641,2.2842,23.4637877941
473,0.1977,2.5184,25.8134025335
474,0.3684,1.8531,18.7845414281
475,0.1999,2.8972,26.97712183
476,0.1933,1.3787,17.3414212465
477,0.5264,0.9599,17.1295743585
478,0.2173,2.9427,27.3222454786
479,0.2123,1.3646,17.1668271422
480,0.1007,0.9788,14.9492128491
481,0.1622,2.5995,24.1748366356
482,0.2623,1.4629,17.4194882512
483,0.1412,1.6933,19.5465116501
484,0.097,2.8337,26.7750970125
485,0.2183,2.1158,20.4396214485
486,0.1846,1.7484,21.2127170563
487,0.1727,1.6209,19.0892769098
488,0.0678,0.9236,12.9410163164
489,0.2651,2.0286,17.6312530041
490,0.0608,2.8162,27.7460433245
491,0.2627,2.2471,25.2637102604
492,0.0762,3.2171,28.8514695168
493,0.2301,1.74,20.4242947102
494,0.0604,3.6911,31.009732008
495,0.1981,1.3259,16.5588108897
496,0.1626,2.5352,25.1888128519
497,0.1355,0.8687,9.72954231501
498,0.1496,2.3682,25.2692238092
499,0.3863,1.6204,18.3833861351
500,0.1594,2.2109,21.8525240421
501,0.1082,3.2642,29.1217608452
502,0.3392,0.2717,6.33920431137
503,0.0688,3.6274,30.712533474
504,0.0375,4.4769,33.8992158175
505,0.0209,1.7267,18.8984068036
506,0.2088,0.6522,12.9012341499
507,0.1714,2.6033,25.8883771896
508,0.0616,3.8839,31.6540523767
509,0.1124,3.0661,28.2255946398
510,0.1048,3.5951,30.5730568171
511,0.1171,2.1162,21.4106391668
512,0.071,3.418,29.6300824881
513,0.3591,1.8123,20.5344675779
514,0.3119,0.8434,16.9103108644
515,0.15,0.8462,11.4464789629
516,0.2433,2.7715,25.9868298769
517,0.3512,1.0097,14.1325292587
518,0.3668,1.7883,24.3445740938
519,0.2872,1.4478,18.9394624829
520,0.1134,2.7543,27.1215658188
521,0.1258,1.9108,19.6314054728
522,0.2436,1.7464,20.8182855844
523,0.4829,0.7197,19.0431118608
524,0.1767,1.6992,19.0266780257
525,0.242,1.7266,18.7427885532
526,0.1592,1.4215,18.7364456058
527,0.3344,1.1263,13.1248042583
528,0.0633,3.7185,30.9276800156
529,0.082,2.9058,27.3150938749
530,0.015,5.2457,36.1517063379
531,0.0875,2.9651,27.1723077297
532,0.1741,2.1593,22.1251899004
533,0.1735,1.4693,16.6962729692
534,0.3739,1.734,17.8435276747
535,0.2091,2.4276,24.8661051989
536,0.3231,2.3442,24.2251216173
537,0.1957,1.801,19.8716281056
538,0.0371,3.5374,29.8767133951
539,0.4572,1.6208,18.1911834478
540,0.0884,3.1271,27.7725954056
541,0.3793,1.633,19.729156971
542,0.1711,1.6016,20.3253139257
543,0.1176,3.1657,28.3982452154
544,0.1896,2.6046,26.2720009089
545,0.3475,0.5848,12.2224847078
546,0.3921,0.6571,14.2378061414
547,0.1058,3.3875,28.7635434866
548,0.2998,1.0097,13.8432840705
549,0.0554,3.9333,32.0059013367
550,0.1813,2.2106,23.6777067184
551,0.3504,0.571,11.7119832039
552,0.2351,1.4163,17.2968488336
553,0.1913,1.0463,15.854588747
554,0.3254,0.968,12.0030686855
555,0.2598,1.1821,16.1140275598
556,0.3026,0.9993,17.1547449231
557,0.2358,0.9901,9.70034581423
558,0.0814,0.9774,12.9966639876
559,0.221,2.4882,24.1717391014
560,0.3371,2.6708,22.7036269903
561,0.0686,3.4592,30.5297394991
562,0.4439,2.0151,23.9575440884
563,0.132,2.5282,23.4854266644
564,0.1052,1.9601,20.6663918495
565,0.2069,2.5689,25.7781748772
566,0.2304,2.434,23.978392601
567,0.1722,2.9478,27.2603696585
568,0.1408,1.8406,15.2155759335
569,0.1314,1.1484,15.7515223026
570,0.0477,1.2206,13.1203855276
571,0.3496,0.1835,12.0746980906
572,0.1753,1.198,17.22293818
573,0.1699,3.1744,28.416467309
574,0.1684,3.2689,29.0772796869
575,0.1105,1.9401,22.6307885647
576,0.1077,1.0129,13.1117884517
577,0.3064,0.7927,14.7026837468
578,0.0211,2.2309,22.9275138378
579,0.0369,2.5969,25.1699023247
580,0.1325,1.701,21.0235497952
581,0.1148,3.3117,29.8093540668
582,0.5369,0.2961,18.0788695812
583,0.2071,2.157,21.8208805323
584,0.187,1.2023,16.7823905945
585,0.0441,2.6983,26.0301059484
586,0.0401,0.9142,12.9787836671
587,0.2096,1.8456,21.0773200989
588,0.3868,1.3441,18.6033608913
589,0.3629,1.2512,15.6987874508
590,0.1034,3.6074,31.0004707575
591,0.3229,0.7307,13.6250030398
592,0.1133,1.7518,18.5549681187
593,0.1859,1.376,17.4247126579
594,0.3596,1.6946,21.3301845789
595,0.2279,1.0994,13.9804530144
596,0.0782,3.1538,28.3258993626
597,0.2972,1.6776,20.488493681
598,0.2544,0.8212,12.8658749461
599,0.1843,2.2461,22.1151635647
600,0.1942,1.1464,17.1126354337
601,0.0637,0.9547,13.7878402472
602,0.1139,1.0527,14.7963179946
603,0.1078,3.6851,26.4620995522
604,0.1691,1.6896,19.2886502743
605,0.0686,3.4586,29.7008192539
606,0.2839,1.5121,18.5277869105
607,0.108,3.2643,28.9372138977
608,0.3639,1.9622,16.030092895
609,0.1576,1.3185,17.277644217
610,0.2254,2.279,22.9064955711
611,0.25,2.8953,27.6204508543
612,0.3059,1.5085,17.5302578807
613,0.2345,1.4383,21.1859775782
614,0.1187,2.1714,19.9847948551
615,0.1175,1.1308,15.4079740047
616,0.314,2.4319,24.6406955719
617,0.2615,1.3238,17.7753697634
618,0.0684,3.4819,30.0181181431
619,0.1533,3.5084,30.3006840944
620,0.3182,1.8563,13.8991898894
621,0.154,1.73,19.4589525461
622,0.2689,2.388,24.6768863201
623,0.1442,1.4197,17.9831314683
624,0.1007,2.3688,23.4166055918
625,0.1058,3.1047,28.665027976
626,0.3364,1.5504,18.7866778374
627,0.1866,1.3028,16.9860749841
628,0.0199,3.8447,30.0684335232
629,0.1203,3.9937,31.9876087904
630,0.343,1.4026,14.1217052937
631,0.165,3.9417,31.3129217625
632,0.1912,1.7771,19.9934397936
633,0.0961,1.8084,19.1213419437
634,0.2936,0.864,14.6364921927
635,0.1591,3.1106,28.8539187908
636,0.0846,4.2465,33.5197336674
637,0.074,1.3244,15.6935212016
638,0.2323,1.2993,17.7104703188
639,0.4343,1.1538,19.0007776618
640,0.08,1.1609,14.8379265666
641,0.1078,1.1069,14.6840878725
642,0.1472,1.5702,17.9101194739
643,0.1087,1.011,11.9149628282
644,0.1711,1.4918,17.3726118803
645,0.2163,1.6612,19.7368723154
646,0.386,0.2331,9.87145742774
647,0.2962,1.6725,18.8961746693
648,0.0847,3.5261,29.9257661104
649,0.1985,2.1405,23.0943747759
650,0.0498,4.1679,32.9546084404
651,0.0884,4.2708,33.4377428293
652,0.2835,1.7981,20.4898594618
653,0.0437,2.0802,21.7722909451
654,0.2361,2.013,21.8660359383
655,0.2089,0.9927,12.2086656094
656,0.1956,2.5015,24.0740025043
657,0.2231,1.693,19.6684328914
658,0.2251,2.633,25.7054812908
659,0.1352,1.9107,19.7388107181
660,0.1398,1.2082,14.987251699
661,0.2825,2.006,18.9852663279
662,0.0809,2.7611,24.9521423578
663,0.0293,2.2744,22.9502240419
664,0.2721,2.2113,22.278957963
665,0.116,3.0961,28.8645581007
666,0.0272,1.3714,14.6089491844
667,0.2226,2.5022,26.1872490644
668,0.2548,2.9121,26.9567174911
669,0.088,3.1325,27.9185991287
670,0.1074,3.0686,28.4692921638
671,0.1349,2.1113,27.2172181606
672,0.0477,1.2205,12.9032726884
673,0.1921,3.0261,27.6098626852
674,0.1936,0.904,13.5659396052
675,0.3017,0.9876,16.6994546652
676,0.0346,3.1697,28.6521909237
677,0.2966,2.9351,24.3259509802
678,0.0657,3.707,30.8661988974
679,0.0915,4.3482,33.867141366
680,0.2487,2.9433,24.6476278305
681,0.1719,2.4794,23.8688615561
682,0.1336,2.2203,19.6266655922
683,0.311,0.7527,14.3542848229
684,0.3874,1.226,16.7543147206
685,0.0221,2.6663,26.0540981293
686,0.2696,0.8886,13.5366811156
687,0.1966,1.4785,18.8030481935
688,0.1356,1.9072,19.9842873812
689,0.3056,0.8366,13.2341912389
690,0.1016,3.3621,29.4818899632
691,0.07,3.6328,31.0719180107
692,0.2213,2.6114,25.1679073572
693,0.1974,2.6277,25.3368228674
694,0.015,5.2457,36.1099783182
695,0.0674,0.9641,13.378000319
696,0.1889,1.6792,17.8709229231
697,0.132,1.6904,18.6281133294
698,0.2092,1.0881,15.8638771176
699,0.0968,3.5516,30.8660427332
700,0.0606,1.0647,13.5205508471
701,0.2642,0.5816,8.20101168752
702,0.093,4.086,32.6420390606
703,0.2514,0.9171,14.824249208
704,0.2662,0.4244,5.26617997885
705,0.1761,2.8878,27.1670902967
706,0.0871,0.9692,13.0154450536
707,0.1683,2.5356,25.6319031715
708,0.1257,1.2028,16.5796571374
709,0.3287,0.2022,10.8325339556
710,0.0885,1.3463,15.4312963486
711,0.0816,1.1048,14.121216774
712,0.2404,2.936,27.0576421022
713,0.3176,1.4332,17.5187504888
714,0.3168,0.4905,6.83324104548
715,0.017,1.265,15.0283147097
716,0.1919,0.7821,12.0231430531
717,0.0507,4.5326,33.950581193
718,0.1966,1.7178,18.2723659873
719,0.3639,0.9587,15.8372216821
720,0.2164,2.5386,25.2060053349
721,0.2816,1.903,20.5875961781
722,0.4734,1.1483,18.1582093835
723,0.2375,2.16,21.633674264
724,0.244,2.2564,22.4714300632
725,0.3326,1.3726,19.3882296681
726,0.0744,2.5991,26.350043416
727,0.0981,3.6205,30.5764093399
728,0.1466,1.5327,19.666567266
729,0.2078,2.5688,24.9143415689
730,0.1212,3.0249,26.6382747889
731,0.4065,1.3395,18.064078033
732,0.172,2.333,25.2396855354
733,0.2141,1.7737,20.4064972401
734,0.4536,1.6914,19.1806454659
735,0.1922,1.4373,17.5584637523
736,0.0619,1.2523,14.445186913
737,0.1168,1.9526,19.8291024566
738,0.3806,1.3279,19.8002916574
739,0.4046,1.4538,20.4542819858
740,0.0277,2.3759,23.8694919348
741,0.3908,1.1917,19.2042191029
742,0.0014,2.2826,23.5560510159
743,0.3092,0.936,10.4522255659
744,0.0375,4.478,33.725284338
745,0.263,1.2802,16.6777972579
