ID,NAME,Pred-Boosting,Pred-MLR,Pred-PLS,Pred-SVM,SMILES,permability,set,charge_skew,charge_kurtosis,charge_std,bond_0,bond_sum_0,bond_1,bond_sum_1,bond_2,bond_sum_2,atom_1,atom_sum_1,atom_35,atom_sum_35,atom_6,atom_sum_6,atom_7,atom_sum_7,atom_8,atom_sum_8,atom_9,atom_sum_9,atom_11,atom_sum_11,atom_15,atom_sum_15,atom_16,atom_sum_16,atom_17,atom_sum_17,atom_53,atom_sum_53,TPSA,TPSA_norm,LabuteASA,LabuteASA_norm,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,HBA,HBD,HBA_norm,HBD_norm,atom_len,atom_size
A-115,dexamethasone b D glucoside,-4.4590071693,-4.7127913531,-4.7127913617,-4.5101927973,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,-6.54,Tr,-1.291320693044441,1.05335415346795,0.15816707935628369,156.0,0.9512195121951219,0.0,0.0,8.0,0.04878048780487805,39,0.5,0,0.0,28,0.358974358974359,0,0.0,10,0.1282051282051282,1,0.01282051282051282,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,173.98,2.2305128205128204,280.9792699150354,3.6022983322440436,40.126575054243375,9.589074368143644,4.39041504767482,0.0,0.0,25.32896051069619,56.23565058541048,44.13910974756106,30.45886450007913,36.480108161699924,23.501328080012453,8.587197943395806,0.0,0.0,99.34109682367902,8.587197943395806,0.0,28.5118539948828,93.98335509022075,13.117970485832577,23.729319768175966,0.0,0.0,11.566489892729878,0.0,111.86048660161778,19.06280027574374,28.5118539948828,91.28240831082178,23.729319768175966,0.0,0.0,0.0,4.39041504767482,0.0,0.0,0.0,0.0,0.0,341.6620056409326,0.0,0.0,20.51505706454648,-79.67706270547923,0.0,10,6,0.1282051282051282,0.07692307692307693,78,296
A-116,dexamethasone b D glucuronide,-4.4196659164,-4.7332659366000005,-4.7332658962,-4.386797048,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO[C@H]4O[C@@H](C(O)=O)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,-6.119999900000002,Tr,-1.0403229317522704,0.774297668981172,0.1709814606653304,152.0,0.9382716049382716,0.0,0.0,10.0,0.06172839506172839,37,0.4805194805194805,0,0.0,28,0.36363636363636365,0,0.0,11,0.14285714285714285,1,0.012987012987012988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,191.04999999999998,2.481168831168831,282.33085101474353,3.666634428762903,40.126575054243375,9.589074368143644,9.184952231746642,0.0,0.0,25.32896051069619,56.23565058541048,44.13910974756106,21.158362144822405,30.400090134749938,29.581346106962442,7.155998286163171,1.4311996572326342,5.969305287951849,101.39411689541039,8.587197943395806,0.0,28.5118539948828,93.98335509022075,6.558985242916289,23.729319768175966,0.0,0.0,17.535795180681728,0.0,109.8396069894207,23.85733745981556,28.5118539948828,88.54089119848135,23.729319768175966,0.0,1.4311996572326342,0.0,4.39041504767482,0.0,0.0,0.0,0.0,0.0,324.33888017719454,0.0,0.0,20.487081377230133,-64.90929488775798,0.0,11,6,0.14285714285714285,0.07792207792207792,77,302
A-119,diazepam,-6.1826108418,-5.854771508200001,-5.8547714709,-6.0122189209000005,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,-4.4499998,Tr,-1.1651046086632477,1.9658896026503738,0.11121927426081736,42.0,0.6,24.0,0.34285714285714286,4.0,0.05714285714285714,13,0.3939393939393939,0,0.0,16,0.48484848484848486,2,0.06060606060606061,1,0.030303030303030304,0,0.0,0,0.0,0,0.0,0,0.0,1,0.030303030303030304,0,0.0,32.67,0.9900000000000001,140.32699561478867,4.252333200448142,4.899909730850478,9.786941916707491,0.0,0.0,0.0,41.81303342854899,18.127256122989884,27.237638865928222,25.10665683915646,6.496859684315945,0.0,5.907179729351506,0.0,0.0,22.61439841428468,0.0,0.0,4.992404732635669,0.0,18.372596315448668,64.48888595844167,0.0,0.0,28.907190897038284,4.899909730850478,25.0915513167204,4.794537184071822,0.0,28.946764213606848,53.33175439394203,5.022633313741326,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,0.0,103.73640931192436,0.0,0.0,0.0,-2.769058068958041,5.977093201478121,2,0,0.06060606060606061,0.0,33,148
A-121,digoxin,-4.1791752489,-4.4003735437,-4.400373535,-4.2474873272,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,-5.585,Tr,-1.53623375100843,2.2342205640850334,0.14814298795830563,248.0,0.9841269841269841,0.0,0.0,4.0,0.015873015873015872,64,0.5378151260504201,0,0.0,41,0.3445378151260504,0,0.0,14,0.11764705882352941,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203.06,1.7063865546218489,413.7605581225488,3.476979480021418,63.81088982324363,0.0,4.794537184071822,0.0,0.0,13.703784234591359,106.10300130344044,86.78693772239951,77.54409048147731,24.79903932376625,18.798235105610694,8.587197943395806,0.0,5.969305287951849,148.10942326518798,8.587197943395806,0.0,34.405811680245876,195.64111871414585,6.558985242916289,11.625176276104835,0.0,0.0,5.969305287951849,0.0,143.0478218339515,37.952577860672164,34.405811680245876,183.8656307589741,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.2010916888869,0.0,0.0,0.0,-160.2010916888869,0.0,14,6,0.11764705882352941,0.05042016806722689,119,422
A-124,DMP 581,-5.7266767935,-5.9119219351,-5.911921935700001,-5.8424738575,O=Cc1n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c(nc1CC)CCC,-5.48,Tr,-1.18875529925564,2.270309160358737,0.10035328031359649,68.0,0.5964912280701754,44.0,0.38596491228070173,2.0,0.017543859649122806,24,0.4444444444444444,0,0.0,23,0.42592592592592593,6,0.1111111111111111,1,0.018518518518518517,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89.35000000000001,1.65462962962963,208.50839623239898,3.8612665968962774,4.567099647791355,4.794537184071822,10.07568507853029,0.0,5.098681808301038,62.04313389589771,39.86297446905948,34.882338751384964,19.401513556550658,12.889091049018607,13.498458738659368,0.0,0.0,0.0,37.73382605431509,0.0,30.168236725932417,0.0,39.31941862289544,0.0,71.1150616407002,0.0,22.514758973090913,6.262212162331241,0.0,36.43044888826366,19.242709486974704,0.0,79.17440509130145,48.33934966130636,1.4118420783282006,22.514758973090913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.84655609452517,0.0,0.0,-0.39974508015633603,-18.61347768103553,0.0,6,1,0.1111111111111111,0.018518518518518517,54,212
A-127,DMXAA,-4.605741238,-5.0945610673,-5.0945610533,-4.9370286646,O1c2c(ccc(C)c2C)C(=O)c2c1c(ccc2)CC(O)=O,-4.5999999,Tr,-1.195843511192342,2.360167034362169,0.16119563904246348,38.0,0.5135135135135135,32.0,0.43243243243243246,4.0,0.05405405405405406,14,0.4,0,0.0,17,0.4857142857142857,0,0.0,4,0.11428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.50999999999999,1.9288571428571426,139.932852677323,3.998081505066372,9.52595912816056,9.589074368143644,0.0,0.0,0.0,18.127256122989884,36.91552463331194,16.529519941058755,23.999166111110068,11.166040283284485,0.0,5.428790391900541,1.4311996572326342,5.969305287951849,32.14035754244524,1.4311996572326342,0.0,0.0,20.076709135920737,0.0,57.12577558937982,0.0,0.0,27.90779400016592,5.428790391900541,11.078113479059063,11.167462085401201,13.703784234591359,34.51021570530385,39.42378165944164,0.0,23.36968836944671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.54902304477297,0.0,0.0,5.439480347694634,3.0948299408657363,0.0,4,1,0.11428571428571428,0.02857142857142857,35,148
A-128,DMXAA-G,-5.4160960309,-5.4217351403,-5.421735172899999,-5.461826925,O1C(C(O)=O)[C@@H](O)[C@@H](O)[C@H](O)C1OC(=O)Cc1c2Oc3c(ccc(C)c3C)C(=O)c2ccc1,-6.52,Tr,-0.9121879564411911,0.24397622694689725,0.19658473968805495,78.0,0.6724137931034483,32.0,0.27586206896551724,6.0,0.05172413793103448,22,0.4,0,0.0,23,0.41818181818181815,0,0.0,10,0.18181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,163.73000000000002,2.9769090909090914,217.3877628015432,3.9525047782098763,34.326109609082295,9.589074368143644,4.794537184071822,0.0,0.0,18.127256122989884,36.91552463331194,16.529519941058755,29.482200335790946,30.776852920304673,6.080018026949988,15.988467732135339,1.4311996572326342,11.938610575903699,68.58883798828992,5.724798628930537,0.0,0.0,50.66285961225758,0.0,57.12577558937982,0.0,0.0,33.877099288117776,5.428790391900541,67.25359278836731,25.43572517707312,13.703784234591359,41.364008486154965,39.42378165944164,0.0,23.369688369446713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.88809209836865,0.0,0.0,5.486047738712106,8.12586016291923,0.0,10,4,0.18181818181818182,0.07272727272727272,55,240
A-129,dopamine,-4.5442257572,-4.8999416493,-4.8999416499,-4.764023643,Oc1cc(ccc1O)CCN,-5.0300002,Tr,-1.283000176878344,1.3685603254916314,0.20125698281556778,32.0,0.7272727272727273,12.0,0.2727272727272727,0.0,0.0,11,0.5,0,0.0,8,0.36363636363636365,1,0.045454545454545456,2,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66.48,3.021818181818182,80.833774832272,3.674262492376,15.937333357940698,0.0,0.0,0.0,0.0,6.042418707663295,30.51807349266891,5.483034224680881,4.1122756685106605,2.8236841566564013,11.49902366656781,0.0,2.8623993144652684,0.0,22.636610432062362,2.8623993144652684,0.0,5.719716975726273,6.372924901329379,6.496859684315945,23.69070761468688,0.0,11.49902366656781,0.0,5.719716975726273,19.57687538099564,6.372924901329379,0.0,15.158761384888534,18.127256122989884,2.8236841566564013,0.0,0.0,0.0,11.49902366656781,0.0,0.0,0.0,0.0,80.95383893140588,0.0,0.0,0.0,-4.453838931405894,0.0,3,3,0.13636363636363635,0.13636363636363635,22,82
A-132,d-praeruptorin,-4.8771482825,-4.9725961651,-4.9725961661,-4.8245213614,O1c2c(c3OC(=O)C=Cc3cc2)[C@H](OC(=O)C)[C@H](OC(=O)\C(=C\C)\C)C1(C)C,-4.579999900000002,Tr,-1.1106199245856623,1.7423649865888073,0.17414952107603285,74.0,0.7115384615384616,22.0,0.21153846153846154,8.0,0.07692307692307693,22,0.44,0,0.0,21,0.42,0,0.0,7,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92.04000000000002,1.8408000000000004,192.33630865463078,3.8467261730926157,18.627739798453494,4.794537184071822,9.589074368143644,0.0,0.0,6.052071746035566,45.5348245921726,44.415017912046366,15.158761384888534,16.933582785909834,12.160036053899976,0.0,0.0,17.564196894981684,58.373502402342034,0.0,0.0,0.0,52.020547451362056,0.0,51.778426101604815,0.0,5.749511833283905,22.907854932010736,10.362449272878036,23.619679413837375,19.06280027574374,0.0,76.05961834087023,45.00653922788318,0.0,10.969244356107037,0.0,0.0,5.749511833283905,0.0,0.0,0.0,0.0,175.57653486793703,0.0,0.0,4.8854235847359035,-3.795291786006346,0.0,7,0,0.14,0.0,50,204
A-134,DUP 996,-4.3311514984,-3.9390213268,-3.9390213271,-4.3627305468,O=C1N(c2c(cccc2)C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,-4.619999900000002,Tr,-1.2596606141913145,2.459962708256506,0.0978855708923333,60.0,0.5454545454545454,48.0,0.43636363636363634,2.0,0.01818181818181818,21,0.4117647058823529,0,0.0,26,0.5098039215686274,3,0.058823529411764705,1,0.0196078431372549,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46.09,0.9037254901960785,204.9216552774104,4.018071672106086,0.0,19.662403956816714,0.0,0.0,0.0,36.25451224597977,71.7331352313928,35.86200134262349,34.40527219897408,0.0,0.0,5.907179729351506,0.0,0.0,33.58046686364644,0.0,9.967957041894417,0.0,18.160840272055538,4.899909730850478,119.9333785179729,0.0,0.0,17.28195227871863,4.899909730850478,15.875136771245923,22.955377456127362,0.0,45.476284154665635,103.2430240428819,0.0,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,0.0,180.69347235947134,0.0,0.0,0.0,-18.610139026138054,0.0,3,0,0.058823529411764705,0.0,51,206
