id,predict1_0.05029,predict2_0.05029,formation_energy_ev_natom,bandgap_energy_ev
494,0.0637981754262,1.54341668636,0.0604,3.6911
273,0.134785620496,1.03052466363,0.1483,1.861
419,0.193744792603,0.529546160251,0.2199,0.8826
2383,0.0771349964198,0.685549434274,0.0886,0.9567
1214,0.0732065022457,0.681109379977,0.0806,0.9194
765,0.0552391994279,1.59532393515,0.0522,3.9718
1835,0.0872713429853,1.63671015948,0.0917,4.0373
593,0.157177358866,0.892434548587,0.1859,1.376
1422,0.14498067461,1.44011539221,0.1504,3.2769
1465,0.110694193747,0.959208782762,0.1094,1.5834
284,0.0682624923065,1.49054264277,0.0622,3.5551
77,0.210840592161,1.51739314944,0.2143,3.6242
1307,0.0648013784084,0.694364462048,0.0638,0.9781
1841,0.123789645731,0.815752942115,0.1335,1.2305
1896,0.136362845078,1.49848406762,0.1173,3.7216
2309,0.0807850330602,0.738360997289,0.0816,1.1579
680,0.228320924565,1.31817039847,0.2487,2.9433
2226,0.0266524327453,0.952459171414,0.023,1.5788
2115,0.267763269134,1.34556138515,0.3637,3.3453
906,0.240276967175,0.851772360504,0.2762,1.3528
173,0.310890394263,0.459816882387,0.4095,0.461
859,0.208583239466,0.654322354123,0.2371,0.8042
399,0.315077989362,0.837048035115,0.4294,0.8564
1745,0.15965320589,1.24613596871,0.1798,2.4236
1557,0.117998636328,0.720486272126,0.0918,1.1632
138,0.0758649068885,1.72252035886,0.0738,5.2114
2169,0.177663946524,1.33042290062,0.1724,2.8583
732,0.15207606554,1.24942464009,0.172,2.333
583,0.196392634884,1.10677954555,0.2071,2.157
112,0.103395955171,0.764534104615,0.1093,1.2062
717,0.0514833151828,1.7081758976,0.0507,4.5326
88,0.0653103429358,1.49443676323,0.0702,3.4502
2215,0.122627489734,0.785688269883,0.1238,1.1731
948,0.169961887412,1.27939087898,0.1829,2.6457
503,0.0642247854266,1.54034527391,0.0688,3.6274
865,0.212760928087,0.710204936564,0.2307,1.0995
2262,0.044297121698,0.652984756976,0.0415,0.9106
1447,0.193029294722,1.12103841081,0.255,2.0661
1951,0.221501690336,1.0813263692,0.2438,1.9329
2179,0.155333304312,1.28350527585,0.1816,2.5331
600,0.149359373376,0.973229300231,0.1942,1.1464
1315,0.237871731631,0.809199120849,0.2595,1.2806
331,0.0597486940678,1.27576183528,0.0602,2.5705
887,0.0262936502113,1.75987395644,0.0153,5.2861
1500,0.0805733518209,1.63310997188,0.0948,4.0841
2108,0.198631263338,0.709602855146,0.1957,0.5789
1589,0.102098847739,0.925315756351,0.0914,1.5002
1477,0.12726132758,1.43317009509,0.1422,3.1065
1039,0.064072269015,1.22509561479,0.0725,2.3967
1003,0.105192677118,1.48977252096,0.0953,3.551
1377,0.139015657362,1.25686331466,0.1633,2.5349
2146,0.290998575278,0.611897295341,0.3012,0.8748
2094,0.127501386683,1.46487447619,0.1492,3.5875
1238,0.184747252613,1.30224227905,0.2028,2.5877
125,0.182229495607,1.18133959174,0.2077,2.3018
1906,0.0476127001457,1.60988855362,0.0254,4.4587
1886,0.234981747344,0.602465650067,0.2606,0.9288
1860,0.0571665631142,1.59869247675,0.0502,4.0502
174,0.292668766342,0.799330949783,0.3317,1.4338
1791,0.185703635216,1.31158519536,0.2022,2.7804
1857,0.0837508770637,1.67675239593,0.0995,4.3239
702,0.0967529392801,1.63257215917,0.093,4.086
76,0.163331400603,0.969982072711,0.1649,1.6372
771,0.138763968367,1.15181557089,0.1607,2.1848
826,0.129074150231,0.900464773178,0.0929,1.6029
2335,0.273415213451,0.589604275301,0.2813,1.316
671,0.121911961585,1.34230966866,0.1349,2.1113
86,0.100266008172,1.49607153982,0.1104,3.4371
895,0.296550557949,0.811756059527,0.3403,0.997
1847,0.162623961922,0.977856554091,0.1669,1.8572
1262,0.264976947568,0.899434056133,0.3065,1.1918
1905,0.216330960393,1.18341299519,0.2581,2.2951
246,0.148806499783,1.01675868779,0.1571,1.7474
1655,0.21795650851,0.991382181644,0.2634,1.764
1121,0.0751055707224,0.702203724533,0.0858,0.9798
2001,0.21317711845,0.869582593441,0.2475,1.4258
1846,0.082326868549,0.744925223291,0.0799,1.1465
158,0.214058577083,0.853436656296,0.2349,1.4018
673,0.187782272696,1.37747623026,0.1921,3.0261
2263,0.236172163859,1.13758410886,0.2813,2.0897
824,0.119278822094,1.11328168586,0.103,2.1348
2120,0.104390550405,0.743325207382,0.1167,1.041
1462,0.0313449949026,0.815080106258,0.0312,1.2515
1375,0.105939361732,1.05400421098,0.1127,1.8821
997,0.194847698323,1.1321946457,0.1963,2.1131
628,0.0200218184036,1.57803272456,0.0199,3.8447
898,0.124117995612,1.0315124318,0.1196,1.8144
79,0.245401330292,0.98025098443,0.2527,1.3415
875,0.0764921933878,1.13999918848,0.0807,2.1429
1323,0.115551977884,1.14436225966,0.1289,2.1762
1583,0.234059889801,0.806428235024,0.2914,1.1863
994,0.140729465988,1.00639911741,0.1645,1.5632
2097,0.0669662889559,1.45420004427,0.0715,3.2734
1546,0.120425318368,1.15293778852,0.1057,2.1769
120,0.178673533723,1.05056213215,0.2107,1.8358
2282,0.170103318524,0.881867326796,0.2043,1.7817
1547,0.203457820229,0.991453908384,0.1833,1.7738
2087,0.230680945329,1.21944902092,0.2417,2.3806
1185,0.204765604809,0.921239998192,0.2497,1.559
818,0.0752707514912,1.17785286903,0.076,2.2528
1803,0.208517821506,1.31290951371,0.2406,2.7835
49,0.257684174925,0.506335971877,0.2456,0.6786
1512,0.0997835476883,1.39470990747,0.0981,3.2091
705,0.166087077931,1.36964730918,0.1761,2.8878
1421,0.0208738668589,1.60934216529,0.0228,4.0616
2357,0.209579287097,1.57858249545,0.2215,3.8321
945,0.237514403649,0.67160468176,0.2662,0.9903
1186,0.219724819064,0.708438239992,0.2785,1.0281
1926,0.19005203899,0.872166499496,0.2108,1.4768
365,0.137081937399,0.623775405809,0.1457,0.8837
93,0.294216364622,0.793113917112,0.3764,0.9052
162,0.103772679809,0.70573528111,0.115,1.0134
775,0.282421988435,0.630461126566,0.3804,1.29
1131,0.206695386209,0.603594951332,0.2127,0.8359
1402,0.0339143945603,1.47994511575,0.0345,3.4264
1663,0.169251651037,1.01345381513,0.175,1.5454
884,0.262411872856,0.681633900851,0.3298,0.9754
1438,0.234247677028,1.47628673166,0.2808,3.5367
1082,0.0891898190603,0.690506380051,0.0783,1.0476
167,0.253152158111,0.857543855906,0.3069,1.1435
730,0.123653265648,1.27822561562,0.1212,3.0249
1057,0.149884956889,1.31746464968,0.1591,2.7837
814,0.0289598999079,1.22002969682,0.0261,2.3654
2213,0.294295172207,0.564446955919,0.3358,0.7567
356,0.0582243395038,0.878058705479,0.0471,1.3925
1050,0.212929606438,1.10644849762,0.2336,1.9298
408,0.180312396027,1.34646682441,0.1797,2.9739
2230,0.169637642801,1.24062628299,0.2131,2.2697
1950,0.047096544411,1.1933160089,0.0586,2.1984
1243,0.12977067614,0.874486640096,0.1349,1.4124
1922,0.0430371804396,1.10969762877,0.0475,2.134
1641,0.190379856154,1.33400819451,0.2222,2.8419
2369,0.201814797707,1.10747260228,0.2243,2.0639
324,0.097331719473,1.37015867233,0.0868,3.0468
741,0.263436636887,0.982507869601,0.3908,1.1917
1287,0.101037571207,1.15307110175,0.1041,2.1723
1871,0.122982929461,1.33440164477,0.0843,2.9803
652,0.25211150106,1.03544174507,0.2835,1.7981
195,0.319272629917,0.733861625195,0.4327,0.6236
1736,0.0274088754086,1.44796291739,0.0366,3.1679
2337,0.26513983123,0.760073244572,0.2719,1.4438
1000,0.104034107644,0.716638118029,0.0928,0.7883
2247,0.145926023833,0.800274036825,0.1657,1.2221
2363,0.206405580975,0.682787459344,0.261,0.8591
75,0.202124030329,1.18693135306,0.2292,2.3414
2093,0.135872286744,0.499620959163,0.159,0.7291
2056,0.0652191487607,1.49245793372,0.0698,3.3996
1952,0.158637644723,1.15258341283,0.1723,2.1461
2078,0.0234885604586,1.75810277462,0.0259,4.8328
1017,0.100132367108,1.49583178759,0.1035,3.4898
1467,0.144211235922,1.0165716894,0.1808,1.6844
716,0.142953760922,0.602140987292,0.1919,0.7821
1168,0.169063102454,0.995421133935,0.2039,1.642
2173,0.135512293782,1.16221565381,0.1501,2.0029
2224,0.169925399125,0.843681845814,0.1993,1.2931
1670,0.178214158863,0.899793308228,0.1617,1.7828
2062,0.250973846763,0.496891144663,0.2545,0.7956
1875,0.240336176939,0.716306485236,0.286,1.1209
607,0.102628146764,1.44892672449,0.108,3.2643
1880,0.238275856711,1.33002062887,0.2612,2.0278
742,0.0152637896535,1.21769036725,0.0014,2.2826
572,0.154226033483,0.81476765871,0.1753,1.198
655,0.245467919856,0.542713955045,0.2089,0.9927
278,0.206710711122,0.7275579907,0.2115,1.0487
588,0.276822417974,0.928259920329,0.3868,1.3441
1391,0.207640692592,1.26983329654,0.2287,2.5801
1250,0.254370069131,0.644417185336,0.3292,0.771
1394,0.174443244934,1.24101852253,0.1733,2.5349
217,0.125470196363,1.5350606069,0.1295,3.6619
490,0.0586580901872,1.34501621127,0.0608,2.8162
1442,0.338685140014,1.15042911097,0.3857,1.5212
1967,0.0167142302962,0.924706291407,0.0198,1.5097
404,0.289998330176,1.13311381638,0.3503,2.7602
2375,0.196716977283,1.40769926459,0.2214,3.0951
816,0.125843587331,0.853197976947,0.1281,1.379
2105,0.260547433048,0.447932347655,0.245,0.4544
2186,0.023060415755,1.7654100582,0.0257,4.8753
9,0.201116175391,1.26135095209,0.2193,2.6257
1622,0.344789355993,0.744949374348,0.3794,1.1479
1571,0.227366444655,0.58735720627,0.2074,1.1137
1826,0.0389614624437,1.70404347777,0.0408,4.4323
1592,0.0927867451683,0.694729544222,0.1164,1.0534
1392,0.167722976767,0.964669808745,0.1951,1.6626
633,0.102456750814,1.0146179907,0.0961,1.8084
164,0.0161136284587,1.20557224751,0.0123,2.3529
1532,0.169064066373,0.898165527731,0.197,1.4613
358,0.292603275739,0.792630176991,0.4021,1.2398
1414,0.0628103953786,1.59407246858,0.0677,3.8474
1492,0.16893174639,1.33972936124,0.1854,2.884
663,0.0485402224585,1.16948534548,0.0293,2.2744
8,0.266001342796,0.953981850296,0.2243,1.7179
2153,0.254959697835,0.445283027366,0.2043,0.589
1339,0.297180681489,1.02647219598,0.2942,2.0695
723,0.210554582067,1.06077634543,0.2375,2.16
1680,0.325034797192,0.872579105198,0.4094,1.3075
1832,0.257788326591,0.77899704501,0.3379,0.7999
1707,0.0993344797753,1.50027102232,0.1052,3.4758
1188,0.223898193799,1.1182413809,0.2464,2.2573
26,0.143819107208,1.50700826943,0.1783,3.3353
238,0.180070615374,1.31118293852,0.1849,2.7164
1045,0.182535084896,0.554815433919,0.2047,0.7902
1484,0.196986886673,1.31591762602,0.2216,2.7064
2198,0.230232438073,0.702937982976,0.2642,0.9051
1085,0.0971801877022,1.38646011055,0.0931,3.0517
1695,0.221661280841,0.964130446315,0.2902,1.6204
1040,0.0907172649167,0.694394014776,0.1026,1.0929
57,0.22757458128,0.995551653206,0.2358,1.7358
908,0.066903589759,1.48690035194,0.0697,3.3943
1976,0.151276815217,1.11814926937,0.164,2.1283
1606,0.152586493641,0.830644760281,0.1748,1.3073
1891,0.150164437946,1.28348405659,0.1641,2.5916
1634,0.226704445668,0.738463129848,0.2327,0.9877
1556,0.103024890646,0.821326971054,0.0792,1.311
1701,0.305517159402,0.893744643778,0.3351,1.5055
1676,0.231499280781,1.26583481207,0.2787,2.6478
1301,0.252499967813,0.944984395057,0.2496,1.8788
2300,0.111607901286,0.928237818182,0.1343,1.5739
1051,0.192508707754,1.18965131417,0.2489,2.3152
767,0.0443698454183,0.862883549184,0.0594,1.3113
1094,0.277009681799,0.840014029294,0.3315,1.1909
1568,0.173378631473,1.29239986092,0.1829,2.6782
971,0.0978671745397,1.53954823315,0.1051,3.6341
2195,0.143583975732,0.625362265855,0.1576,0.8566
1782,0.176916317083,1.5460319221,0.1958,3.7939
46,0.0255326149054,1.35795088857,0.0219,2.8387
2133,0.183407862671,1.12313628942,0.1594,2.0645
787,0.0482659474947,1.29009756446,0.0421,2.713
484,0.105217967182,1.33373375982,0.097,2.8337
2237,0.175572024658,1.38860374689,0.1917,3.0381
860,0.0381634831429,0.654844664037,0.0411,0.9183
1122,0.285125721246,0.77527185902,0.3726,0.947
298,0.294163980521,0.799718722701,0.3269,1.3776
485,0.195873048156,1.11270175129,0.2183,2.1158
1416,0.0846392200328,0.737653482705,0.0845,1.0536
749,0.0853816149756,0.983883343637,0.0837,1.7023
2254,0.17887878418,0.743539843708,0.2161,1.0554
2061,0.164848367684,1.22640331089,0.1793,2.3806
1080,0.157382714096,0.818257834762,0.1644,1.27
1320,0.140941179823,1.07604359835,0.1568,1.8605
5,0.0621031140909,0.874992050231,0.0505,1.3793
2336,0.0304635092616,1.49908041954,0.037,3.5385
2072,0.0700857625343,1.4482954368,0.0705,3.2337
855,0.20109781716,0.886279512197,0.2128,1.4828
176,0.0421383914072,1.65360103548,0.0428,4.2811
1718,0.181779013015,1.31716466695,0.1297,2.6232
1212,0.0949332001619,1.45597853512,0.0987,3.2515
1690,0.22531978786,1.0061378777,0.2199,1.4614
306,0.112213279586,0.696843281388,0.1115,1.0036
436,0.279156458564,0.855568476021,0.3234,1.3118
2324,0.248951750807,0.37119362317,0.381,0.2573
1265,0.30242432002,0.635297827423,0.3907,0.5706
187,0.0753111261874,1.26120057702,0.0744,2.5823
1848,0.118914713617,1.22575102746,0.1208,2.4577
1912,0.0941304950975,0.674474172294,0.1154,0.9503
180,0.226411263458,1.05611338094,0.2757,1.8436
1252,0.0561207225546,1.5545585379,0.0592,3.7172
1840,0.15478401212,1.1536244005,0.0434,2.5907
1703,0.115598769858,1.53816950321,0.1278,3.522
2232,0.254454067908,1.31532350183,0.2814,2.2736
70,0.165848341305,1.19289286807,0.2712,2.1345
1705,0.0422044158913,1.56538105011,0.0504,3.7245
1351,0.198455320671,1.12627049908,0.2206,1.9577
1662,0.167496518232,1.28006818891,0.1894,2.6299
1859,0.152929201256,1.30328473449,0.1538,2.6667
1837,0.23579184711,1.06439074501,0.2744,1.9427
584,0.184951479547,0.786295007914,0.187,1.2023
2338,0.0103851497552,1.1661326997,0.0049,2.1917
469,0.285938453861,0.636759055778,0.3525,0.8236
1807,0.0879345582798,1.63735025376,0.0924,4.1088
871,0.260760478675,0.705546416342,0.3004,1.1093
1940,0.195510945283,0.94058842957,0.2138,1.6391
216,0.164529356174,1.21720462292,0.1818,2.3949
1255,0.203808850609,1.22570891678,0.2199,2.1585
438,0.0968480319716,1.39602468908,0.1042,3.0429
2014,0.229905738495,0.812623232603,0.2659,1.054
543,0.128751802724,1.42105332017,0.1176,3.1657
1510,0.0541592827067,1.66604828835,0.0569,4.2993
1446,0.100870475173,1.41153757274,0.1042,3.0863
2048,0.202018467709,0.66933202371,0.2186,1.0021
1486,0.254442890175,0.374281561002,0.3428,0.4986
822,0.084975477308,0.708860542625,0.0812,1.0429
531,0.126591613982,1.33516643941,0.0875,2.9651
2296,0.208440192044,1.03361256048,0.2261,1.833
754,0.122206377797,1.10564417765,0.1366,1.9847
1599,0.205677383579,1.25111623108,0.1895,2.6632
729,0.171676089056,1.27619398385,0.2078,2.5688
1678,0.172393173911,1.06687377766,0.1849,1.9586
354,0.101575497538,1.46738882363,0.1093,3.3219
1684,0.239287685603,1.00656420365,0.3035,1.8352
2011,0.28000300657,0.58200696297,0.2826,0.4789
1870,0.160634212662,0.981210798025,0.1762,1.8523
666,0.0495017010253,0.844089664519,0.0272,1.3714
739,0.294786498882,0.96770330891,0.4046,1.4538
1223,0.0531084598042,1.64394017309,0.0554,4.1001
1984,0.218685152009,0.961906760931,0.6572,0.4819
1261,0.353150770068,0.75652487576,0.4233,0.5384
2351,0.217820513062,1.40847624093,0.2394,3.1925
396,0.217701783404,1.09736037999,0.3564,1.2875
360,0.279090955853,0.523061297834,0.2698,0.8871
2218,0.0991657273844,1.63157007843,0.1067,4.0881
905,0.216373738833,1.27379674464,0.2617,2.6558
1053,0.276663265191,0.869612365961,0.3192,1.309
1523,0.140853400342,1.1804427579,0.1389,2.2651
753,0.18399834726,1.31269469112,0.2004,2.7467
2314,0.0234060601215,0.661644969136,0.0219,0.9466
1986,0.156771974172,1.25896188989,0.1745,2.9289
1778,0.208036551252,0.938965879381,0.2203,1.7998
413,0.229862584732,0.930604748428,0.2534,1.5821
111,0.187186432071,1.05403327569,0.2297,1.8474
2091,0.167464284692,0.736247533932,0.1483,0.8497
1296,0.123997423798,1.29563748091,0.1337,2.6562
2095,0.205361468717,1.39628003538,0.1642,3.4503
1310,0.19346493762,0.93671342358,0.2152,1.2708
929,0.285966808908,0.437063502148,0.3485,0.7659
1915,0.203748311847,1.30770341307,0.2248,2.683
763,0.26262524724,0.626364616677,0.2957,1.0025
548,0.25400075689,0.662108000368,0.2998,1.0097
1177,0.0940697779879,0.919789772481,0.1016,1.4311
684,0.327409014106,0.774838522077,0.3874,1.226
932,0.170205573551,1.01418364421,0.2265,1.5329
679,0.108261119109,1.68346967548,0.0915,4.3482
1604,0.207216356881,1.03394824639,0.2241,2.0398
223,0.206968625076,0.972726337612,0.2402,1.6976
1771,0.0662195475306,1.49228389561,0.071,3.4187
1960,0.308508412912,0.966791592538,0.3742,1.1132
1241,0.112527056597,1.45533982664,0.1097,3.6232
757,0.0494807157665,0.658878911287,0.0516,0.936
1517,0.168468203396,0.885288294405,0.1838,1.3655
1656,0.0809944213834,1.27391208708,0.0785,2.6176
1936,0.359712712467,0.585808465257,0.4808,0.7638
350,0.176207375713,0.906029637903,0.1676,1.5656
1852,0.144253650215,0.555172437802,0.1861,0.7401
1620,0.122466073371,0.965574078262,0.1196,1.7282
241,0.216923259199,0.586579108611,0.1818,1.1437
924,0.282409189269,0.980439387262,0.3125,1.9965
1211,0.252523908392,1.12471339107,0.3187,1.9306
2154,0.158176119905,1.45503247529,0.0951,3.6343
417,0.0896547217853,1.13747725263,0.0825,2.1433
1149,0.148268125951,1.03970086575,0.1527,1.8737
852,0.237607361749,1.4632306844,0.2295,3.4313
1133,0.0904693091288,0.839907586575,0.0922,1.4219
453,0.165760733187,0.790679793805,0.1833,1.1948
2246,0.256825127639,0.921934839338,0.2747,1.6894
832,0.142041328363,1.53877616674,0.1553,3.7395
1617,0.0404127479997,0.6767071262,0.0439,0.974
227,0.102808238007,1.61896134168,0.1225,4.0806
1378,0.0553898420185,1.59460734576,0.056,3.9627
979,0.140953445807,1.03812857345,0.1717,1.695
1038,0.212465182878,0.794808063656,0.2433,1.1671
520,0.112652277574,1.33658860624,0.1134,2.7543
727,0.116841258015,1.49376407266,0.0981,3.6205
1691,0.121546521317,1.3745001182,0.0875,3.5851
1021,0.0929043716751,1.53895436227,0.0974,3.6921
152,0.123532600701,1.2639612481,0.1381,2.5144
102,0.0995978717692,1.08947235346,0.1103,1.9497
1508,0.122039340902,1.69704689085,0.1383,4.2158
2158,0.206309931353,1.04005373269,0.236,1.885
1788,0.13054382056,0.546177169308,0.1251,0.8648
1982,0.026140314294,1.76714875549,0.0294,4.8783
1031,0.302434394136,0.721263363957,0.3049,1.3159
1934,0.290369511582,1.05615634471,0.3556,2.3236
2292,0.137548408005,0.8340424411,0.1366,1.3042
314,0.0958808241412,1.5007519722,0.1045,3.4993
1545,0.20804889407,1.33531814814,0.2473,2.7655
2082,0.0354453310138,1.41919911653,0.0359,3.1396
2046,0.203589524142,1.47333378345,0.2221,3.2995
1582,0.239671679214,0.39424434863,0.22,0.5536
355,0.269478821196,1.20149651915,0.3507,2.1794
291,0.281838687137,0.624516285956,0.3288,0.8297
232,0.199780354276,0.708718013018,0.2558,0.8536
1827,0.132890430279,0.788890663534,0.1475,1.2065
2148,0.0938438014127,0.728960398585,0.0957,1.0877
1174,0.0286275938852,1.29770966619,0.0271,2.5554
1151,0.129262176808,0.918991319835,0.1337,1.4735
412,0.0243095562328,1.17847162113,0.0323,2.2885
275,0.197026291862,0.927818983793,0.2254,1.4426
196,0.260849282146,0.93152974546,0.3506,1.5498
1466,0.194527014159,0.875276368111,0.2336,1.2793
1789,0.309146135114,0.658347442746,0.3761,1.1251
145,0.211222115904,0.828018888831,0.255,1.2841
53,0.0770814635325,0.674521706998,0.0908,0.9961
1179,0.118188720662,1.55405168235,0.1056,3.9064
1123,0.0984925399534,1.36917162687,0.1047,2.9385
2362,0.215504318476,1.21901083738,0.2614,2.4528
357,0.196134052239,1.41019232571,0.1946,3.0669
1470,0.123902817722,0.763868715614,0.1343,1.1221
602,0.11548199458,0.707709629089,0.1139,1.0527
942,0.161220354494,1.02656305954,0.1837,1.9186
280,0.232244376093,0.901802215725,0.2113,2.2756
1731,0.0569177723955,0.755530033261,0.0293,1.1983
1070,0.211912136525,0.91394713521,0.2236,1.5846
422,0.222923485562,1.43083459884,0.2511,3.3218
1962,0.13060386572,1.21597540006,0.1342,2.3091
1619,0.267704419792,1.07887266204,0.2744,2.355
1006,0.102764003444,1.47329367697,0.1089,3.5426
236,0.246224010363,1.11525285989,0.2281,2.0619
641,0.105528582819,0.721283312887,0.1078,1.1069
1823,0.0624192070682,1.54215409607,0.0579,3.7032
764,0.243542716838,0.263610349968,0.2415,0.5225
2356,0.0878764917143,1.67963380367,0.0867,4.1568
249,0.21378405299,1.07066403702,0.2394,1.9292
1274,0.225190539844,0.821929823607,0.2371,1.2603
1989,0.148359834682,1.51668206602,0.1571,3.5298
2386,0.270509527065,1.26481429115,0.3711,3.1538
2185,0.323505530134,0.426023667678,0.3565,0.6609
2377,0.219865718856,0.948942605406,0.2484,1.5396
392,0.274279163219,0.656461140141,0.3264,0.7284
863,0.266362598166,0.614276146516,0.2896,1.1253
1522,0.0986074921675,1.58430246264,0.1019,3.7988
398,0.230064043775,1.30263954401,0.2453,2.7447
1095,0.166098511778,0.49238984473,0.1726,0.7138
414,0.226073128171,0.974064875394,0.275,1.6731
345,0.207902858034,1.16928940639,0.2313,2.223
506,0.19431543909,0.519755939022,0.2088,0.6522
1744,0.271492999047,0.933925591409,0.3538,1.6873
770,0.0193171796273,0.923249404877,0.0134,1.5188
2020,0.113028623164,1.40302444994,0.1435,3.2116
1369,0.32123472169,1.05834523961,0.3814,1.537
1626,0.213478972204,1.09470796958,0.2315,1.8864
644,0.216530320235,0.841704044491,0.1711,1.4918
1878,0.228036946617,1.08057571575,0.2592,1.9579
1120,0.268130102195,0.588541442528,0.3266,0.5576
27,0.301091943868,0.755425289273,0.3518,0.976
2201,0.223040397279,1.09716049582,0.2515,1.9352
202,0.186565092765,0.674306858331,0.1848,1.0341
2330,0.284963929094,0.307449503802,0.3524,0.5146
247,0.224656097591,1.11349964887,0.2971,1.9414
918,0.102525864728,1.00355057791,0.0838,1.7613
2151,0.0963964583352,1.50066269934,0.1008,3.5273
1709,0.149614180438,1.38963620365,0.1679,2.9494
1710,0.123666007537,1.08345199749,0.1205,2.0043
1985,0.124527403153,1.00796896592,0.1536,1.7037
2085,0.017169497849,0.659999422729,0.0114,0.9326
