id,formation_energy_ev_natom,bandgap_energy_ev,predict1
57,0.2358,1.7358,5.0750285387
58,0.0728,2.1497,2.24919110537
59,0.0617,3.7029,1.13932269812
60,0.095,3.8226,1.61153201014
61,0.1461,1.8387,2.85196217895
62,0.1985,2.673,3.70060698688
63,0.4402,0.367,6.01518172026
64,0.2328,2.2593,5.6924778223
65,0.0614,2.4345,1.7278098464
66,0.1138,1.6944,3.21345938742
67,0.2699,1.8454,4.31762441993
68,0.2103,1.5678,3.95864661038
69,0.1252,2.7433,3.70838519931
70,0.2712,2.1345,4.14218761027
71,0.2728,2.5418,4.54233564436
72,0.1432,2.9752,2.67292626202
73,0.2677,1.0205,3.25380933285
74,0.0442,4.2309,1.01260425895
75,0.2292,2.3414,4.60112541914
76,0.1649,1.6372,2.51632329077
77,0.2143,3.6242,4.05703578889
78,0.0824,1.1499,1.43114488944
79,0.2527,1.3415,2.7356685847
80,0.1756,1.6822,3.44434294105
81,0.2614,2.0137,4.4185744226
82,0.0215,2.5838,0.801905170083
83,0.28,0.9661,4.14877305925
84,0.1319,1.4285,2.3223484531
85,0.2665,2.34,5.22289684415
86,0.1104,3.4371,1.74208774418
87,0.1801,1.7088,3.64965891838
88,0.0702,3.4502,0.892353624105
89,0.1357,2.3551,3.19011181593
90,0.2867,1.8095,4.00228594244
91,0.2135,2.1964,3.28006218374
92,0.1023,0.9843,2.1886607036
93,0.3764,0.9052,5.92835173011
94,0.2374,3.1829,3.16829752922
95,0.1987,2.5485,3.47178074718
96,0.1261,3.4081,2.12979524583
97,0.0,0.9166,1.09797560051
98,0.0406,2.7322,0.567985527217
99,0.1604,0.7631,3.2875879705
100,0.1064,3.2272,1.96200487018
101,0.0409,0.9133,1.32189625129
102,0.1103,1.9497,1.75166133791
103,0.1022,3.6786,2.16975558549
104,0.2221,3.2429,3.8571549654
105,0.008,3.2351,2.04815255105
106,0.0254,3.1446,1.45130226016
107,0.0373,3.5738,1.30068653449
108,0.352,1.6429,5.09006848931
109,0.3011,2.0435,5.00248016417
110,0.2573,2.0056,4.89605978131
111,0.2297,1.8474,3.8212621361
112,0.1093,1.2062,2.68331608176
113,0.0557,2.1744,0.925563994795
114,0.1794,2.508,4.04284840822
115,0.0684,4.5094,2.13333535194
116,0.0784,1.6991,1.9407543838
117,0.402,1.1281,3.80543144047
118,0.1984,2.1189,5.32089960575
119,0.1219,2.0981,3.61816646159
120,0.2107,1.8358,4.95881466568
121,0.439,1.0169,6.01429599524
122,0.2558,2.2377,4.75183363259
123,0.1466,3.475,3.46455718577
124,0.2271,1.437,3.50168937445
125,0.2077,2.3018,3.56670282781
126,0.3481,1.1339,4.61811795831
127,0.075,1.0338,1.69269224256
128,0.2583,1.6865,4.32689094543
129,0.2444,1.9135,6.52521112561
130,0.2431,2.5233,3.89119485021
131,0.2485,2.2335,4.59398534894
132,0.2402,1.6618,4.52161984146
133,0.0969,1.8691,3.12578029931
134,0.4461,0.7928,5.43388572335
135,0.2109,1.9323,3.9517981112
136,0.1231,3.3455,2.03756909072
137,0.0441,3.2971,0.487285017967
138,0.0738,5.2114,1.37114690244
139,0.1206,2.3364,4.04022674263
140,0.4163,2.5592,5.40962335467
141,0.218,2.7698,4.50630730391
142,0.1496,1.3464,3.91157661378
143,0.3581,1.2158,4.44167648256
144,0.2891,1.2056,4.4322861284
145,0.255,1.2841,4.05024920404
146,0.0747,1.0168,1.96504977345
147,0.1068,3.5451,1.47789514065
148,0.1904,2.6278,3.49420285225
149,0.0993,2.9037,2.05313563347
150,0.0977,1.0297,2.19251418859
151,0.3689,1.5878,5.08870725334
152,0.1381,2.5144,2.74574321508
153,0.3341,0.9384,6.26185911894
154,0.0995,4.3239,1.85907345265
155,0.2066,3.0472,4.13125126064
156,0.0092,1.4593,1.46116287261
157,0.2358,2.0491,3.98153346777
158,0.2349,1.4018,4.64437665045
159,0.3134,1.0404,5.05780152977
160,0.0515,4.2897,0.726400114596
161,0.1379,1.7931,2.23448930681
162,0.115,1.0134,2.68324689567
163,0.1194,2.6134,2.13977900147
164,0.0123,2.3529,0.876923654228
165,0.15,2.001,3.92456878722
166,0.1061,1.246,3.04513150454
167,0.3069,1.1435,3.40607340634
168,0.391,1.6526,6.51698383689
169,0.1382,2.8254,2.62003177404
170,0.0606,3.7804,1.24529710412
171,0.4439,1.6062,4.6909044832
172,0.2213,1.9578,3.83696745336
173,0.4095,0.461,6.55779480934
174,0.3317,1.4338,4.76642480493
175,0.0982,0.9743,2.12769539654
176,0.0428,4.2811,0.766457799822
177,0.2187,3.2662,3.60469411314
178,0.1282,1.262,2.40274589509
179,0.3492,1.2786,5.52777782083
180,0.2757,1.8436,4.02442018688
181,0.4952,0.4109,6.91821837425
182,0.1261,1.9456,3.50260409713
183,0.1332,2.5344,2.96061989665
184,0.0254,2.4253,0.610804341733
185,0.3432,1.2053,5.15769001842
186,0.1025,1.0775,2.14267484844
187,0.0744,2.5823,1.57016383111
188,0.2135,2.2313,3.7617829442
189,0.271,1.0964,4.4703270793
190,0.3761,1.2417,6.40007585287
191,0.0352,3.1663,2.20053426921
192,0.1279,1.5455,2.69480099529
193,0.2351,1.0193,5.6329408288
194,0.0856,3.2617,2.06739282608
195,0.4327,0.6236,6.98806142807
196,0.3506,1.5498,4.62539547682
197,0.2227,1.9743,4.51896443963
198,0.2126,2.5513,4.03883044422
199,0.2042,2.6141,3.86316435039
200,0.0598,0.9677,1.53114057332
201,0.1985,2.6453,3.5346647948
202,0.1848,1.0341,2.71020884812
203,0.0416,0.91,1.47646285594
204,0.2808,0.7935,3.27504755557
205,0.1848,2.1374,4.12578478456
206,0.1283,1.3027,2.19865565002
207,0.0772,3.382,1.38213345408
208,0.1883,2.0563,3.53077018261
209,0.178,1.4562,3.68875683844
210,0.2289,1.8646,3.16129912436
211,0.3169,1.9064,4.91193054616
212,0.1768,2.0724,3.88287556171
213,0.01,1.3425,1.61513239145
214,0.2933,1.2221,5.28936091065
215,0.2311,3.1668,3.9726421386
216,0.1818,2.3949,3.25481368601
217,0.1295,3.6619,2.78050987422
218,0.0905,1.9307,2.33094935119
219,0.163,2.8518,2.87193636596
220,0.2107,1.8048,4.16110026836
221,0.117,1.202,2.23620343953
222,0.3226,1.52,5.93480885029
223,0.2402,1.6976,4.05408813059
224,0.1892,3.7532,2.9611350745
225,0.234,1.4131,3.75202560425
226,0.1367,1.5381,2.22685973346
227,0.1225,4.0806,1.86826463789
228,0.2054,1.8941,3.94835039973
229,0.1062,1.6909,2.1156071648
230,0.1479,1.8403,3.64467349648
231,0.3452,1.4549,4.98853863776
232,0.2558,0.8536,4.11629711092
233,0.1098,3.1215,1.95247598737
234,0.1778,2.9986,3.38646474481
235,0.2922,0.8037,5.22375848889
236,0.2281,2.0619,4.99239031971
237,0.2364,1.9447,4.4769936502
238,0.1849,2.7164,3.55621951818
239,0.2903,3.4438,3.93560037017
240,0.2205,2.1159,3.93464416265
241,0.1818,1.1437,4.67988799512
242,0.0758,0.9439,1.77068762481
243,0.1511,2.783,3.50914460421
244,0.0723,3.0501,1.41743332148
245,0.3427,0.7994,4.47838842869
246,0.1571,1.7474,3.62303514779
247,0.2971,1.9414,5.13499362767
248,0.0647,3.2502,1.50634840131
249,0.2394,1.9292,4.63742724061
250,0.1396,1.3633,2.23980543017
251,0.068,3.6662,1.05623726547
252,0.294,0.2934,4.32748311758
253,0.223,1.8181,4.37371599674
254,0.057,3.3501,0.488400388509
255,0.2812,1.4181,4.90068480372
256,0.1383,1.5896,4.04177735746
257,0.103,1.0845,2.04036758095
258,0.2645,1.6502,3.75397983193
259,0.1057,3.2978,1.70837765187
260,0.0413,2.6021,0.645209744573
261,0.0826,2.0494,3.35978168249
262,0.2119,1.4733,3.05383701622
263,0.1016,2.9164,2.04578571767
264,0.2641,2.2569,5.28548997641
265,0.1147,3.4166,2.28195828944
266,0.3349,2.0738,4.87685224414
267,0.2039,1.6095,3.77214416862
268,0.1086,3.3472,1.73006267846
269,0.1783,2.044,3.90022917092
270,0.0402,2.9343,0.364872321486
271,0.0107,1.8683,1.07053175196
272,0.2316,1.882,4.2421604991
273,0.1483,1.861,3.25254836679
274,0.3874,1.9715,5.67125803232
275,0.2254,1.4426,4.04059451818
276,0.202,1.1492,2.94534125924
277,0.0215,2.1204,1.04626888037
278,0.2115,1.0487,3.36284013093
279,0.2041,3.0532,3.57610437274
280,0.2113,2.2756,4.53695185483
281,0.2506,3.0935,3.82303668559
282,0.0713,3.3074,1.91043260694
283,0.2248,2.3551,4.05319191515
284,0.0622,3.5551,1.19789038971
285,0.2293,1.5436,4.62360993028
286,0.36,0.5288,4.5383066088
287,0.1935,2.559,2.9434093684
288,0.3777,1.4436,6.33988246322
289,0.1594,1.319,3.34979626536
290,0.2186,2.9631,4.10686536133
291,0.3288,0.8297,3.95127014816
292,0.1277,1.278,2.09799419343
293,0.3746,0.7126,3.38678114116
294,0.0443,4.6795,1.32455108315
295,0.1973,2.426,3.39499104023
296,0.2932,0.0001,5.58729353547
297,0.1349,1.3917,2.07437849045
298,0.3269,1.3776,6.8682038486
299,0.289,1.4616,4.59498724341
300,0.0398,0.9203,1.3377003409
301,0.3942,1.7944,4.97917594016
302,0.1003,3.4323,1.8518838957
303,0.021,1.4941,1.12765431032
304,0.2783,0.6045,4.87076078355
305,0.072,3.2455,2.66005662084
306,0.1115,1.0036,1.45686005056
307,0.316,0.6817,4.94502663612
308,0.5069,1.9411,1.90549469739
309,0.2042,1.3375,3.64885593951
310,0.2006,2.5656,3.04018576443
311,0.0426,0.8872,1.61470288783
312,0.0549,1.6532,2.7902853936
313,0.2264,2.711,3.74329374731
314,0.1045,3.4993,1.60383508354
315,0.1279,2.2913,3.04020573199
316,0.3291,1.56,6.37073352933
317,0.0486,3.2901,0.76827224344
318,0.071,0.9724,1.72585260868
319,0.1373,1.3418,2.79679276049
320,0.2506,1.1888,4.38645768166
321,0.2395,1.8922,3.63693419099
322,0.1596,2.3399,2.4752183333
323,0.1448,3.0674,3.01293282211
324,0.0868,3.0468,1.91165379435
325,0.1337,2.2578,2.38248411566
326,0.1078,3.7828,2.39170911908
327,0.0883,2.594,4.30153028667
328,0.1214,1.714,2.96822971106
329,0.2021,1.8546,3.60200953484
330,0.1505,1.5436,2.88052631915
331,0.0602,2.5705,1.93886744231
332,0.1129,1.1655,2.05527022481
333,0.2406,1.378,3.08307117224
334,0.2408,0.8991,3.10555592179
335,0.1952,0.6863,3.37190595269
336,0.2026,2.6535,3.57118219137
337,0.4023,1.2391,4.92816434801
338,0.2949,1.0686,4.49272757769
339,0.2449,1.8368,4.87836401165
340,0.3573,1.5972,6.06099322438
341,0.1317,1.2352,2.38786961138
342,0.061,3.5058,1.09761351347
343,0.0229,3.5488,0.87755927071
344,0.1985,1.1836,4.02408608794
345,0.2313,2.223,4.22150374949
346,0.1464,2.0916,3.49473440647
347,0.195,1.507,3.48944717646
348,0.1845,1.8698,2.8178896606
349,0.2201,1.5309,4.63845774531
350,0.1676,1.5656,3.51391765475
351,0.1072,3.2643,1.69760994613
352,0.1805,1.1882,3.73308947682
353,0.3264,1.4741,5.09265443683
354,0.1093,3.3219,1.73625751585
355,0.3507,2.1794,4.4379157722
356,0.0471,1.3925,2.44127444178
357,0.1946,3.0669,3.80833931267
358,0.4021,1.2398,3.19819250703
359,0.1066,3.4511,1.62465785444
360,0.2698,0.8871,5.11119991541
361,0.1727,0.8714,4.74310579896
362,0.3697,1.1659,4.11147670448
363,0.127,2.7888,2.74430858344
364,0.0509,2.4474,1.24129170179
365,0.1457,0.8837,3.65810132027
366,0.1778,2.808,2.71987356246
367,0.1828,1.4292,3.36739118397
368,0.1115,1.4034,2.59051949531
369,0.3236,0.9869,4.38207535446
370,0.0714,3.3925,0.975753128529
371,0.2289,2.2311,4.14237202704
372,0.1954,1.1412,2.97051252425
373,0.051,2.0815,0.830222796649
374,0.0468,2.5749,0.903704784811
375,0.1919,2.6605,3.58798706532
376,0.2323,1.7832,4.60372333229
377,0.1094,3.104,1.87974429876
378,0.3624,1.9685,5.16304144263
379,0.0734,1.4469,3.17778493464
380,0.0895,4.3583,1.77674370259
381,0.0393,2.8477,1.18611032888
382,0.2733,1.7267,4.38711254299
383,0.2286,3.768,4.4907361567
384,0.2187,1.8251,4.57764844596
385,0.1404,1.1931,2.32463666052
386,0.1203,1.2087,2.32139615715
387,0.2266,1.3208,3.55253508687
388,0.1139,3.1183,1.8580288738
389,0.144,2.8336,4.21749919653
390,0.4314,1.1355,6.40451544523
391,0.0459,4.3868,0.993604138494
392,0.3264,0.7284,5.38531711698
393,0.0467,4.4229,1.54344587773
394,0.234,2.1107,4.81316447258
395,0.2804,0.9055,4.93378961086
396,0.3564,1.2875,3.93550543487
397,0.1985,2.4751,3.87415066361
398,0.2453,2.7447,3.02888937294
399,0.4294,0.8564,6.02607867122
400,0.3493,2.4419,4.69284813106
401,0.186,1.3205,4.65000215173
402,0.0871,4.5287,1.53303214908
403,0.0936,3.4215,1.87524732202
404,0.3503,2.7602,5.4880014956
405,0.2741,1.9105,5.70960742235
406,0.2403,1.1624,3.46828132868
407,0.0319,4.5533,0.861946634948
408,0.1797,2.9739,3.59927506745
409,0.1837,1.254,2.51870470494
410,0.2602,1.3279,4.17280422151
411,0.2482,1.3189,4.06341290474
412,0.0323,2.2885,1.54921697825
413,0.2534,1.5821,5.0603929162
414,0.275,1.6731,4.49394890666
415,0.1422,2.4021,2.20328523964
416,0.2475,1.4369,4.31229652464
417,0.0825,2.1433,3.22674696147
418,0.091,1.8706,2.30702579021
419,0.2199,0.8826,3.52003085613
420,0.1936,1.0907,3.90664863586
421,0.2026,1.6601,3.75731883943
422,0.2511,3.3218,3.73595811427
423,0.118,2.2205,3.80533850193
424,0.5239,0.5201,7.40381747484
425,0.1662,1.9916,3.43698823452
426,0.1287,1.3821,2.51747203618
427,0.3569,0.6581,4.86504890025
428,0.1912,1.4875,3.650982216
429,0.0617,0.9567,1.80740336329
430,0.0607,3.713,1.12932924926
431,0.0693,4.2315,1.80727332085
432,0.1835,2.5807,3.33434166014
433,0.3884,1.5225,6.31328165531
434,0.104,1.1345,2.06996991485
435,0.2166,1.6363,3.86542053521
436,0.3234,1.3118,4.79037167132
437,0.2229,0.7954,1.91189329326
438,0.1042,3.0429,1.94323972613
439,0.2213,1.8225,3.75859728456
440,0.2994,1.0288,5.21229434013
441,0.2086,2.8409,3.78434373438
442,0.1134,1.3039,2.37516973168
443,0.1347,1.1451,2.17220487446
444,0.1396,2.74,3.26794819534
445,0.0991,3.5939,1.77145778388
446,0.2471,2.0071,4.29707425833
447,0.0789,1.4898,1.44927687943
448,0.2026,2.3173,3.5538713634
449,0.2212,3.8912,3.98663765192
450,0.1495,1.6717,2.67990021408
451,0.1922,2.0765,4.80574722588
452,0.307,1.7724,5.32690745592
453,0.1833,1.1948,3.36627976596
454,0.2225,2.9763,4.03085519373
455,0.1078,3.7819,2.19836360216
456,0.2785,1.2874,4.43872055411
457,0.2,2.8023,4.80299659073
458,0.0647,3.2712,1.24699928239
459,0.4102,0.2269,6.27916640043
460,0.274,1.0992,3.70658259094
461,0.1073,2.3744,2.49119573087
462,0.1542,1.4101,3.09937250614
463,0.1379,2.2921,4.1757606715
464,0.2698,1.6084,4.89667205513
465,0.3165,0.0057,4.67077077925
466,0.2738,1.542,7.20224457979
467,0.0114,0.9326,0.995573047549
468,0.1684,0.7642,3.47983436286
469,0.3525,0.8236,5.51797965169
470,0.1058,3.0975,1.76519611478
471,0.0936,1.3454,2.13242559135
472,0.2641,2.2842,4.97517946362
473,0.1977,2.5184,3.39465014637
474,0.3684,1.8531,5.31935471296
475,0.1999,2.8972,3.72091168165
476,0.1933,1.3787,4.49829897285
477,0.5264,0.9599,5.89817970991
478,0.2173,2.9427,4.1672822088
479,0.2123,1.3646,4.77606475353
480,0.1007,0.9788,1.4441610761
481,0.1622,2.5995,3.10902239382
482,0.2623,1.4629,4.29839324951
483,0.1412,1.6933,2.77376251668
484,0.097,2.8337,2.23579584062
485,0.2183,2.1158,4.20250025392
486,0.1846,1.7484,3.3268302083
487,0.1727,1.6209,2.98146809638
488,0.0678,0.9236,1.26158148795
489,0.2651,2.0286,3.4096121937
490,0.0608,2.8162,1.29049140215
491,0.2627,2.2471,4.63106019795
492,0.0762,3.2171,1.34172363207
493,0.2301,1.74,4.07631976902
494,0.0604,3.6911,1.07547187433
495,0.1981,1.3259,3.97033081949
496,0.1626,2.5352,3.3238542527
497,0.1355,0.8687,3.33398339152
498,0.1496,2.3682,2.80517874658
499,0.3863,1.6204,5.89579889178
500,0.1594,2.2109,3.84459483624
501,0.1082,3.2642,1.69832439721
502,0.3392,0.2717,3.33883394301
503,0.0688,3.6274,1.42251056433
504,0.0375,4.4769,0.890946913511
505,0.0209,1.7267,1.33997908607
506,0.2088,0.6522,1.44644195586
507,0.1714,2.6033,3.14255690575
508,0.0616,3.8839,1.07250816748
509,0.1124,3.0661,2.26407851279
510,0.1048,3.5951,2.06165217608
511,0.1171,2.1162,3.51052442193
512,0.071,3.418,0.986708901823
513,0.3591,1.8123,6.62143826485
514,0.3119,0.8434,5.38197937608
515,0.15,0.8462,3.72113488615
516,0.2433,2.7715,4.17723600566
517,0.3512,1.0097,5.78650346398
518,0.3668,1.7883,5.44087144732
519,0.2872,1.4478,4.3251735419
520,0.1134,2.7543,2.35475138575
521,0.1258,1.9108,3.46695438027
522,0.2436,1.7464,4.50373694301
523,0.4829,0.7197,5.40191465616
524,0.1767,1.6992,3.9513425529
525,0.242,1.7266,4.10779449344
526,0.1592,1.4215,2.32313761115
527,0.3344,1.1263,5.26350551844
528,0.0633,3.7185,1.21064450964
529,0.082,2.9058,1.83577044308
530,0.015,5.2457,0.342454865575
531,0.0875,2.9651,2.19617590308
532,0.1741,2.1593,4.24497419596
533,0.1735,1.4693,3.37224826217
534,0.3739,1.734,6.30262669921
535,0.2091,2.4276,3.51263605058
536,0.3231,2.3442,4.41322208941
537,0.1957,1.801,4.74492333829
538,0.0371,3.5374,0.798615098
539,0.4572,1.6208,6.6769605875
540,0.0884,3.1271,1.72190642357
541,0.3793,1.633,5.62630298734
542,0.1711,1.6016,2.86581145227
543,0.1176,3.1657,2.59272462875
544,0.1896,2.6046,3.61691071093
545,0.3475,0.5848,5.31086924672
546,0.3921,0.6571,5.64059975743
547,0.1058,3.3875,1.74996546656
548,0.2998,1.0097,3.65540882945
549,0.0554,3.9333,0.920878857374
550,0.1813,2.2106,3.66410021484
551,0.3504,0.571,5.41631668806
552,0.2351,1.4163,3.50093908608
553,0.1913,1.0463,1.69519165158
554,0.3254,0.968,6.96688267589
555,0.2598,1.1821,3.75407800078
556,0.3026,0.9993,5.37166291475
557,0.2358,0.9901,4.51120181382
558,0.0814,0.9774,1.53944145143
559,0.221,2.4882,2.79127702117
560,0.3371,2.6708,5.22081205249
561,0.0686,3.4592,0.920879364014
562,0.4439,2.0151,4.75654599071
563,0.132,2.5282,2.50990597159
564,0.1052,1.9601,3.88006222248
565,0.2069,2.5689,4.06918032467
566,0.2304,2.434,2.85452662408
567,0.1722,2.9478,3.83422580361
568,0.1408,1.8406,5.80269566178
569,0.1314,1.1484,2.55547847599
570,0.0477,1.2206,1.70562407374
571,0.3496,0.1835,5.61095827818
572,0.1753,1.198,2.44213716686
573,0.1699,3.1744,3.93113644421
574,0.1684,3.2689,3.05829709768
575,0.1105,1.9401,3.29129634798
576,0.1077,1.0129,2.19351372123
577,0.3064,0.7927,3.64893493056
578,0.0211,2.2309,0.875293336809
579,0.0369,2.5969,0.760477047414
580,0.1325,1.701,2.18279831111
581,0.1148,3.3117,2.28552995622
582,0.5369,0.2961,7.48331543803
583,0.2071,2.157,3.95214338601
584,0.187,1.2023,2.33989921212
585,0.0441,2.6983,0.596958067268
586,0.0401,0.9142,1.13689699769
587,0.2096,1.8456,3.80663096905
588,0.3868,1.3441,5.08303973079
589,0.3629,1.2512,5.60852473974
590,0.1034,3.6074,2.44757948071
591,0.3229,0.7307,4.11440740526
592,0.1133,1.7518,3.88065989316
593,0.1859,1.376,2.80955770612
594,0.3596,1.6946,4.17519618571
595,0.2279,1.0994,4.35644632578
596,0.0782,3.1538,1.21044055
597,0.2972,1.6776,5.04454137385
598,0.2544,0.8212,2.70856872201
599,0.1843,2.2461,2.61007719487
600,0.1942,1.1464,2.8457519114
601,0.0637,0.9547,1.84982805699
602,0.1139,1.0527,3.02644781768
603,0.1078,3.6851,2.62922507524
604,0.1691,1.6896,3.87303994596
605,0.0686,3.4586,0.811816230416
606,0.2839,1.5121,3.83249488473
607,0.108,3.2643,1.71419868618
608,0.3639,1.9622,7.2171100378
609,0.1576,1.3185,2.74281445146
610,0.2254,2.279,4.0563878119
611,0.25,2.8953,3.60295456648
612,0.3059,1.5085,5.01330697536
613,0.2345,1.4383,2.03782463819
614,0.1187,2.1714,3.95963658392
615,0.1175,1.1308,2.06000202149
616,0.314,2.4319,4.35599775612
617,0.2615,1.3238,4.04553973675
618,0.0684,3.4819,0.960796773434
619,0.1533,3.5084,2.97312912345
620,0.3182,1.8563,6.48846250772
621,0.154,1.73,3.7604188472
622,0.2689,2.388,4.34282143414
623,0.1442,1.4197,2.14677537233
624,0.1007,2.3688,3.10224668682
625,0.1058,3.1047,1.90922487527
626,0.3364,1.5504,5.13734397292
627,0.1866,1.3028,4.04038986564
628,0.0199,3.8447,3.29105448723
629,0.1203,3.9937,1.7035291791
630,0.343,1.4026,6.36301842332
631,0.165,3.9417,3.39223201573
632,0.1912,1.7771,3.89826357365
633,0.0961,1.8084,2.79759500921
634,0.2936,0.864,4.73546595871
635,0.1591,3.1106,2.5831997022
636,0.0846,4.2465,1.7820860967
637,0.074,1.3244,3.33259987831
638,0.2323,1.2993,4.72389426827
639,0.4343,1.1538,4.50825200975
640,0.08,1.1609,2.54731474072
641,0.1078,1.1069,2.51107427478
642,0.1472,1.5702,2.65356873721
643,0.1087,1.011,2.09855639935
644,0.1711,1.4918,3.70758149028
645,0.2163,1.6612,3.82856842875
646,0.386,0.2331,6.55641978979
647,0.2962,1.6725,5.15063792467
648,0.0847,3.5261,1.9066054821
649,0.1985,2.1405,4.14210145175
650,0.0498,4.1679,0.914489947259
651,0.0884,4.2708,1.85658982396
652,0.2835,1.7981,4.68007206917
653,0.0437,2.0802,0.904406767339
654,0.2361,2.013,4.57958202064
655,0.2089,0.9927,4.00105667114
656,0.1956,2.5015,4.2836842984
657,0.2231,1.693,3.76491773129
658,0.2251,2.633,3.67569829524
659,0.1352,1.9107,3.97900609672
660,0.1398,1.2082,2.65487021208
661,0.2825,2.006,5.8136433661
662,0.0809,2.7611,3.30423815548
663,0.0293,2.2744,1.69333672523
664,0.2721,2.2113,4.60768181086
665,0.116,3.0961,2.82384385169
666,0.0272,1.3714,2.64418325573
667,0.2226,2.5022,3.06581147015
668,0.2548,2.9121,4.20768931508
669,0.088,3.1325,1.88423168659
670,0.1074,3.0686,1.70917128772
671,0.1349,2.1113,3.26479612291
672,0.0477,1.2205,2.20156612247
673,0.1921,3.0261,3.22352311015
674,0.1936,0.904,2.1217616275
675,0.3017,0.9876,4.24787691236
676,0.0346,3.1697,0.7455919981
677,0.2966,2.9351,5.11908143759
678,0.0657,3.707,1.04051122814
679,0.0915,4.3482,1.92684862763
680,0.2487,2.9433,4.06023959816
681,0.1719,2.4794,3.34554719925
682,0.1336,2.2203,3.09637196362
683,0.311,0.7527,3.1021322459
684,0.3874,1.226,5.64268383384
685,0.0221,2.6663,0.483524084091
686,0.2696,0.8886,4.37149091065
687,0.1966,1.4785,3.53601683676
688,0.1356,1.9072,4.00412130356
689,0.3056,0.8366,5.44021421671
690,0.1016,3.3621,1.88186317682
691,0.07,3.6328,1.8204856962
692,0.2213,2.6114,3.94036127627
693,0.1974,2.6277,4.95910198987
694,0.015,5.2457,0.686583895236
695,0.0674,0.9641,1.42545630038
696,0.1889,1.6792,4.95321267843
697,0.132,1.6904,2.07470952719
698,0.2092,1.0881,5.68775743246
699,0.0968,3.5516,1.85187811404
700,0.0606,1.0647,1.88542353362
701,0.2642,0.5816,3.83321534097
702,0.093,4.086,1.60740082711
703,0.2514,0.9171,3.50770819187
704,0.2662,0.4244,4.35347148776
705,0.1761,2.8878,3.60914203525
706,0.0871,0.9692,2.90454159677
707,0.1683,2.5356,2.93353413045
708,0.1257,1.2028,2.27315586805
709,0.3287,0.2022,4.62933351099
710,0.0885,1.3463,2.52685708553
711,0.0816,1.1048,2.12579403818
712,0.2404,2.936,3.38156531751
713,0.3176,1.4332,4.18194548786
714,0.3168,0.4905,4.78665523231
715,0.017,1.265,1.60202725977
716,0.1919,0.7821,3.44310070574
717,0.0507,4.5326,1.4831879437
718,0.1966,1.7178,4.39101740718
719,0.3639,0.9587,5.58411628008
720,0.2164,2.5386,3.72330488265
721,0.2816,1.903,4.76128771901
722,0.4734,1.1483,5.58709508181
723,0.2375,2.16,3.1666393429
724,0.244,2.2564,4.41134651005
725,0.3326,1.3726,6.12119656801
726,0.0744,2.5991,1.25079879165
727,0.0981,3.6205,1.89877589792
728,0.1466,1.5327,2.75599502027
729,0.2078,2.5688,3.74042642117
730,0.1212,3.0249,2.58143366873
731,0.4065,1.3395,5.70484951138
732,0.172,2.333,3.43681873381
733,0.2141,1.7737,2.44255521148
734,0.4536,1.6914,6.52977618575
735,0.1922,1.4373,2.5784715265
736,0.0619,1.2523,2.65348224342
737,0.1168,1.9526,3.14969645441
738,0.3806,1.3279,5.02369120717
739,0.4046,1.4538,4.70901829004
740,0.0277,2.3759,1.08940000087
741,0.3908,1.1917,5.34240436554
742,0.0014,2.2826,1.69664718211
